"subject_id","group","wave","fcOrder","item","forecast","form","resolution_31May2024","unit","diff","diff_standardized","diff_standardized_to_reg"
"J564sfvVKu6Jy0l0oC8i","reg",4,"fcED","G2063",12000,"B",8986,"count",3014,0.0549173080822725,NA
"MsFmP6wdnCIMDOShVnvZ","reg",4,"fcDC","G1472",2.3,"A",2.6,"percent",0.3,0.251663250583972,NA
"MsFmP6wdnCIMDOShVnvZ","reg",4,"fcDC","G1948",2800000,"A",2126085,"count",673915,0.393628691835401,NA
"UYz0lrNMqMlbdHlgqSTo","reg",4,"fcBA","G1920",7e+08,"D",550347492,"USD",149652508,-1.08031252127313,NA
"UYz0lrNMqMlbdHlgqSTo","reg",4,"fcBA","G2006",35,"D",38.6,"percent",3.6,0.694916578861964,NA
"Qe1hbaEgCL8s4t6r0K9h","reg",4,"fcED","C1039",11.5,"B",4.23,"percent",7.27,-0.238435714760188,NA
"Qe1hbaEgCL8s4t6r0K9h","reg",4,"fcED","G2063",7250,"B",8986,"count",1736,-0.695911407853705,NA
"TJQ9j6A05f8ld8OK8Mzc","reg",4,"fcBA","G1920",428000,"D",550347492,"USD",549919492,0.826324015826913,NA
"TJQ9j6A05f8ld8OK8Mzc","reg",4,"fcBA","G2006",38,"D",38.6,"percent",0.600000000000001,-0.735841413323113,NA
"D3ShceKj3iyKrXmCrB7j","reg",4,"fcBA","G1920",322915733,"D",550347492,"USD",227431759,-0.709817907146086,NA
"D3ShceKj3iyKrXmCrB7j","reg",4,"fcBA","G2006",37.2,"D",38.6,"percent",1.4,-0.354305948740427,NA
"Qr9Jo7wwBKk9VcRGOXsQ","reg",4,"fcBA","G1920",130000,"D",550347492,"USD",550217492,0.827743512589743,NA
"Qr9Jo7wwBKk9VcRGOXsQ","reg",4,"fcBA","G2006",50,"D",38.6,"percent",11.4,4.41488735854316,NA
"tpeAVPcZPp4su9E70bYx","reg",4,"fcBA","G1920",6.9e+08,"D",550347492,"USD",139652508,-1.12794664083119,NA
"tpeAVPcZPp4su9E70bYx","reg",4,"fcBA","G2006",39.5,"D",38.6,"percent",0.899999999999999,-0.592765614104607,NA
"G47T4t0ounnVKcpS9K7W","reg",4,"fcDC","G1472",2.4,"A",2.6,"percent",0.2,-0.175689439086923,NA
"G47T4t0ounnVKcpS9K7W","reg",4,"fcDC","G1948",2500000,"A",2126085,"count",373915,-0.561780754367028,NA
"dDr1YyBAyPfLjg9qDv1Y","reg",4,"fcDC","G1472",3.9,"A",2.6,"percent",1.3,4.52519014729292,NA
"dDr1YyBAyPfLjg9qDv1Y","reg",4,"fcDC","G1948",2750000,"A",2126085,"count",623915,0.234393784134996,NA
"ekoZy3uUi9SF8dBZvV7y","reg",4,"fcAE","C47",160,"C",104,"count",56,0.442333608010868,NA
"ekoZy3uUi9SF8dBZvV7y","reg",4,"fcAE","M7949",12,"C",12.116,"million km2",0.116,-0.844707360970975,NA
"fZqqnVNdLD3dJmD2f5nj","reg",4,"fcBA","G1920",779995508,"D",550347492,"USD",229648016,-0.699260962055147,NA
"fZqqnVNdLD3dJmD2f5nj","reg",4,"fcBA","G2006",38.8,"D",38.6,"percent",0.199999999999996,-0.92660914561446,NA
"Y82iEp7f2Fq0NtgP6rUI","reg",4,"fcED","C1039",35,"B",4.23,"percent",30.77,1.66826481435942,NA
"Y82iEp7f2Fq0NtgP6rUI","reg",4,"fcED","G2063",6000,"B",8986,"count",2986,0.0384672266689647,NA
"OQBbRgSRcYyepR1DfiXP","reg",4,"fcBA","G1920",310489728,"D",550347492,"USD",239857764,-0.65062772636618,NA
"OQBbRgSRcYyepR1DfiXP","reg",4,"fcBA","G2006",45,"D",38.6,"percent",6.4,2.03029070490137,NA
"CKbheN9Pot7GaZpfPYe5","reg",4,"fcCB","G2404",2,"E",2.1,"percent",0.1,-0.759175233280665,NA
"IeElhKAlZlvb0pPCNyJQ","reg",4,"fcCB","G2404",1.2,"E",2.1,"percent",0.9,-0.159219121873452,NA
"phlhHVlnES8GrgmolaHr","reg",4,"fcED","C1039",54,"B",4.23,"percent",49.77,3.20985247620081,NA
"phlhHVlnES8GrgmolaHr","reg",4,"fcED","G2063",6189,"B",8986,"count",2797,-0.0725708228708629,NA
"zNchUA3ho4s8iKcEP7I5","reg",4,"fcDC","G1472",3.2,"A",2.6,"percent",0.6,1.53372131959666,NA
"zNchUA3ho4s8iKcEP7I5","reg",4,"fcDC","G1948",2500000,"A",2126085,"count",373915,-0.561780754367028,NA
"CidpNDdCta3wU0QBEAaC","reg",4,"fcBA","G1920",5.5e+08,"D",550347492,"USD",347492,-1.79151381954935,NA
"CidpNDdCta3wU0QBEAaC","reg",4,"fcBA","G2006",38.5,"D",38.6,"percent",0.100000000000001,-0.974301078687293,NA
"zKG5mSoyPstUeC99enq5","reg",4,"fcBA","G1920",7.47e+08,"D",550347492,"USD",196652508,-0.856432159350242,NA
"zKG5mSoyPstUeC99enq5","reg",4,"fcBA","G2006",39.5,"D",38.6,"percent",0.899999999999999,-0.592765614104607,NA
"5LOJDfEvGNpqqrFt44Jv","reg",4,"fcBA","G1920",1.2e+09,"D",550347492,"USD",649652508,1.30139345662991,NA
"5LOJDfEvGNpqqrFt44Jv","reg",4,"fcBA","G2006",35,"D",38.6,"percent",3.6,0.694916578861964,NA
"dFtCdZe11MFCIX3BYOtD","reg",4,"fcBA","G1920",7.75e+08,"D",550347492,"USD",224652508,-0.723056624587672,NA
"dFtCdZe11MFCIX3BYOtD","reg",4,"fcBA","G2006",40,"D",38.6,"percent",1.4,-0.354305948740427,NA
"JoqyNAbPHNMUKRe5gWsf","reg",4,"fcDC","G1472",10,"A",2.6,"percent",7.4,5,NA
"JoqyNAbPHNMUKRe5gWsf","reg",4,"fcDC","G1948",2634500,"A",2126085,"count",508415,-0.133438852652939,NA
"CNX9AP2rnXxONuGYEalT","reg",4,"fcBA","G1920",7e+08,"D",550347492,"USD",149652508,-1.08031252127313,NA
"CNX9AP2rnXxONuGYEalT","reg",4,"fcBA","G2006",39,"D",38.6,"percent",0.399999999999999,-0.831225279468786,NA
"H8Ae5XiC8bzVLOueoI1d","reg",4,"fcDC","G1472",2.4,"A",2.6,"percent",0.2,-0.175689439086923,NA
"H8Ae5XiC8bzVLOueoI1d","reg",4,"fcDC","G1948",2800000,"A",2126085,"count",673915,0.393628691835401,NA
"J25yHhTCXXEKWYI31OxK","reg",4,"fcBA","G1920",8e+08,"D",550347492,"USD",249652508,-0.60397132569252,NA
"J25yHhTCXXEKWYI31OxK","reg",4,"fcBA","G2006",30,"D",38.6,"percent",8.6,3.07951323250376,NA
"h4BsMeQIsxfUoLOaxX2M","reg",4,"fcBA","G1920",8e+08,"D",550347492,"USD",249652508,-0.60397132569252,NA
"h4BsMeQIsxfUoLOaxX2M","reg",4,"fcBA","G2006",56,"D",38.6,"percent",17.4,5,NA
"YgxWHqtXkNX2ukZ9kiCy","reg",4,"fcCB","G2404",4,"E",2.1,"percent",1.9,0.590726017385563,NA
"lmOB2epGIi7dQzHMk5wi","reg",4,"fcAE","C47",85,"C",104,"count",19,-0.610303462682837,NA
"lmOB2epGIi7dQzHMk5wi","reg",4,"fcAE","M7949",14,"C",12.116,"million km2",1.884,0.670487641758037,NA
"t46xHr4YxXBc3lF6k7Ha","reg",4,"fcAE","C47",100,"C",104,"count",4,-1.03704822107218,NA
"t46xHr4YxXBc3lF6k7Ha","reg",4,"fcAE","M7949",14,"C",12.116,"million km2",1.884,0.670487641758037,NA
"kovEJOLHZyADSgwnqPga","reg",4,"fcED","C1039",50,"B",4.23,"percent",45.77,2.88530770528684,NA
"kovEJOLHZyADSgwnqPga","reg",4,"fcED","G2063",75,"B",8986,"count",8911,3.51942195430642,NA
"lI4g85zoiUUhqmDuctZy","reg",4,"fcDC","G1472",2,"A",2.6,"percent",0.6,1.53372131959666,NA
"lI4g85zoiUUhqmDuctZy","reg",4,"fcDC","G1948",2450000,"A",2126085,"count",323915,-0.721015662067433,NA
"j49ae9H3AT6mRC6ygqv8","reg",4,"fcAE","C47",97,"C",104,"count",7,-0.951699269394309,NA
"j49ae9H3AT6mRC6ygqv8","reg",4,"fcAE","M7949",13.75,"C",12.116,"million km2",1.634,0.456234954720564,NA
"r0YGbjPmUjrp0QsUcYg1","reg",4,"fcED","C1039",20,"B",4.23,"percent",15.77,0.451221923432012,NA
"r0YGbjPmUjrp0QsUcYg1","reg",4,"fcED","G2063",5700,"B",8986,"count",3286,0.214718098954405,NA
"E89vWsrHcs2BX0H9x10k","reg",4,"fcDC","G1472",2.2,"A",2.6,"percent",0.4,0.679015940254866,NA
"E89vWsrHcs2BX0H9x10k","reg",4,"fcDC","G1948",3400000,"A",2126085,"count",1273915,2.30444758424026,NA
"zMXD254LotKBsOco4pqG","sup",4,"fcCB","G2404",2.05,"E",2.1,"percent",0.0500000000000003,-0.908277508484578,-0.796672490243616
"NHXjhF1eF9JpU0wnqdA1","reg",4,"fcCB","G2404",2.12,"E",2.1,"percent",0.02,-0.819170844421387,NA
"i1mClzOboBJFQXyYZcX9","reg",4,"fcCB","G2404",2.6,"E",2.1,"percent",0.5,-0.459197177577059,NA
"AjaMOfTft6JUA6zGOzJG","reg",4,"fcED","C1039",18,"B",4.23,"percent",13.77,0.288949537975024,NA
"AjaMOfTft6JUA6zGOzJG","reg",4,"fcED","G2063",10700,"B",8986,"count",1714,-0.708836471821304,NA
"jQzW52TdimuPGtk4vvVS","reg",4,"fcBA","G1920",3.5e+08,"D",550347492,"USD",200347492,-0.83883142838813,NA
"jQzW52TdimuPGtk4vvVS","reg",4,"fcBA","G2006",52,"D",38.6,"percent",13.4,5,NA
"bRtADGpq7hsZ7dqIDhah","reg",4,"fcDC","G1472",2.6,"A",2.6,"percent",0,-1.03039481842871,NA
"bRtADGpq7hsZ7dqIDhah","reg",4,"fcDC","G1948",2650000,"A",2126085,"count",523915,-0.0840760312658137,NA
"JwtAapnTB0iT2CwsIkL0","reg",4,"fcBA","G1920",7.5e+08,"D",550347492,"USD",199652508,-0.842141923482824,NA
"JwtAapnTB0iT2CwsIkL0","reg",4,"fcBA","G2006",35.8,"D",38.6,"percent",2.8,0.313381114279278,NA
"s0XXgsxyI4HqXAssoIP2","reg",4,"fcAE","C47",45,"C",104,"count",59,0.527682559688736,NA
"s0XXgsxyI4HqXAssoIP2","reg",4,"fcAE","M7949",11.4,"C",12.116,"million km2",0.715999999999999,-0.330500912081039,NA
"RiL2bfbAKYkgUCWcsplG","reg",4,"fcBA","G1920",8e+08,"D",550347492,"USD",249652508,-0.60397132569252,NA
"RiL2bfbAKYkgUCWcsplG","reg",4,"fcBA","G2006",37,"D",38.6,"percent",1.6,-0.258922082594754,NA
"5nb63Wb95AwkoEdLdS7A","reg",4,"fcCB","G2404",6,"E",2.1,"percent",3.9,2.0906162959036,NA
"RK3vEJLww3uOQxINBsw3","reg",4,"fcBA","G1920",8.25e+08,"D",550347492,"USD",274652508,-0.484886026797368,NA
"RK3vEJLww3uOQxINBsw3","reg",4,"fcBA","G2006",49,"D",38.6,"percent",10.4,3.93796802781481,NA
"oaj9WvyKGTefrZ4v7rLm","reg",4,"fcDC","G1472",2.6,"A",2.6,"percent",0,-1.03039481842871,NA
"oaj9WvyKGTefrZ4v7rLm","reg",4,"fcDC","G1948",2842300,"A",2126085,"count",716215,0.528341423749943,NA
"t5fbyLOBsaQdFiNQyUea","reg",4,"fcED","C1039",5.55,"B",4.23,"percent",1.32,-0.721196061494728,NA
"t5fbyLOBsaQdFiNQyUea","reg",4,"fcED","G2063",7200,"B",8986,"count",1786,-0.666536262472798,NA
"LFkmqJfjmn1ZG04hIbCY","reg",4,"fcED","C1039",20,"B",4.23,"percent",15.77,0.451221923432012,NA
"LFkmqJfjmn1ZG04hIbCY","reg",4,"fcED","G2063",6000,"B",8986,"count",2986,0.0384672266689647,NA
"ftg3eOdbuxVc1zJ7ZYS2","reg",4,"fcED","C1039",5,"B",4.23,"percent",0.77,-0.765820967495399,NA
"ftg3eOdbuxVc1zJ7ZYS2","reg",4,"fcED","G2063",5000,"B",8986,"count",3986,0.6259701342871,NA
"w1mlcyU3jmDPqAIXSuV2","reg",4,"fcDC","G1472",2.3,"A",2.6,"percent",0.3,0.251663250583972,NA
"w1mlcyU3jmDPqAIXSuV2","reg",4,"fcDC","G1948",2500000,"A",2126085,"count",373915,-0.561780754367028,NA
"NH3PiPNoQ05mlw2FESiA","reg",4,"fcDC","G1472",27,"A",2.6,"percent",24.4,5,NA
"NH3PiPNoQ05mlw2FESiA","reg",4,"fcDC","G1948",2450,"A",2126085,"count",2123635,5,NA
"iDVSD6gbQgM8j3P2K9pE","reg",4,"fcED","C1039",81.22,"B",4.23,"percent",76.99,5,NA
"iDVSD6gbQgM8j3P2K9pE","reg",4,"fcED","G2063",4829,"B",8986,"count",4157,0.726433131489801,NA
"jLHaeduCoUx3ftBfnPeK","reg",4,"fcDC","G1472",2.3,"A",2.6,"percent",0.3,0.251663250583972,NA
"jLHaeduCoUx3ftBfnPeK","reg",4,"fcDC","G1948",2700000,"A",2126085,"count",573915,0.0751588764345911,NA
"FyQk8RCQanKuLqIoDMwE","reg",4,"fcDC","G1472",2.4,"A",2.6,"percent",0.2,-0.175689439086923,NA
"FyQk8RCQanKuLqIoDMwE","reg",4,"fcDC","G1948",2555000,"A",2126085,"count",428915,-0.386622355896583,NA
"NxDOJ5WGiu7vMzc0jfg5","reg",4,"fcAE","C47",100,"C",104,"count",4,-1.03704822107218,NA
"NxDOJ5WGiu7vMzc0jfg5","reg",4,"fcAE","M7949",12.5,"C",12.116,"million km2",0.384,-0.615028480466803,NA
"YxsciWh4LBDtAl6lLunN","reg",4,"fcDC","G1472",2.8,"A",2.6,"percent",0.2,-0.175689439086925,NA
"YxsciWh4LBDtAl6lLunN","reg",4,"fcDC","G1948",2500000,"A",2126085,"count",373915,-0.561780754367028,NA
"WTslF06a8nHFUAWr3vIT","reg",4,"fcCB","G2404",2.4,"E",2.1,"percent",0.3,-0.609186205428862,NA
"WTOZDrMMdj1ghr0X9wTI","reg",4,"fcCB","G2404",5,"E",2.1,"percent",2.9,1.34067115664458,NA
"RWExy4eQFLJmpMRMH880","reg",4,"fcED","C1039",15,"B",4.23,"percent",10.77,0.0455409597895418,NA
"RWExy4eQFLJmpMRMH880","reg",4,"fcED","G2063",6000,"B",8986,"count",2986,0.0384672266689647,NA
"97lEJzdzHXPBSr47uRP0","reg",4,"fcAE","C47",95,"C",104,"count",9,-0.89479996827573,NA
"97lEJzdzHXPBSr47uRP0","reg",4,"fcAE","M7949",12.7,"C",12.116,"million km2",0.584,-0.443626330836825,NA
"5eqqhP6CMMz3wtzLhe9H","reg",4,"fcAE","C47",6,"C",104,"count",98,1.63721893150102,NA
"5eqqhP6CMMz3wtzLhe9H","reg",4,"fcAE","M7949",13,"C",12.116,"million km2",0.884,-0.186523106391856,NA
"EpT8wUm7N72Q3B7GqQ3y","reg",4,"fcED","C1039",8.3,"B",4.23,"percent",4.07,-0.498071531491369,NA
"EpT8wUm7N72Q3B7GqQ3y","reg",4,"fcED","G2063",11200,"B",8986,"count",2214,-0.415085018012236,NA
"cfRej3asg91cIUhItulY","reg",4,"fcAE","C47",120,"C",104,"count",16,-0.695652414360705,NA
"cfRej3asg91cIUhItulY","reg",4,"fcAE","M7949",12.15,"C",12.116,"million km2",0.0340000000000007,-0.914982242319265,NA
"aXtAwUv3JWttnWXbi1wX","reg",4,"fcBA","G1920",8.5e+08,"D",550347492,"USD",299652508,-0.365800727902216,NA
"aXtAwUv3JWttnWXbi1wX","reg",4,"fcBA","G2006",35,"D",38.6,"percent",3.6,0.694916578861964,NA
"TJns5NZcCMEwMuva3lvg","reg",4,"fcDC","G1472",2.8,"A",2.6,"percent",0.2,-0.175689439086925,NA
"TJns5NZcCMEwMuva3lvg","reg",4,"fcDC","G1948",2900000,"A",2126085,"count",773915,0.71209850723621,NA
"agKk7RbWzbO8PrWqXEW0","reg",4,"fcBA","G1920",575000,"D",550347492,"USD",549772492,0.825623794269409,NA
"agKk7RbWzbO8PrWqXEW0","reg",4,"fcBA","G2006",35,"D",38.6,"percent",3.6,0.694916578861964,NA
"zwOf6SigT5GZ65p2ohYu","reg",4,"fcDC","G1472",2.9,"A",2.6,"percent",0.3,0.25166325058397,NA
"zwOf6SigT5GZ65p2ohYu","reg",4,"fcDC","G1948",2900000,"A",2126085,"count",773915,0.71209850723621,NA
"hSA5CPhSl1WrEi1L9rPz","reg",4,"fcCB","G2404",3.2,"E",2.1,"percent",1.1,-0.0092300940216493,NA
"srkAQIQzLKHWoGWrdXiz","reg",4,"fcBA","G1920",8.5e+08,"D",550347492,"USD",299652508,-0.365800727902216,NA
"srkAQIQzLKHWoGWrdXiz","reg",4,"fcBA","G2006",37.5,"D",38.6,"percent",1.1,-0.497381747958934,NA
"MyHTs9661HDppd5Y8FQp","reg",4,"fcCB","G2404",2.2,"E",2.1,"percent",0.1,-0.759175233280665,NA
"SmNqE40fAraVNqTIAae2","reg",4,"fcDC","G1472",2.7,"A",2.6,"percent",0.1,-0.603042128757818,NA
"SmNqE40fAraVNqTIAae2","reg",4,"fcDC","G1948",2810000,"A",2126085,"count",683915,0.425475673375482,NA
"AkV3y7cqvolp4mvYr2Ig","sup",4,"fcDC","G1472",2.6,"A",2.6,"percent",0,-1.60153941028592,-1.03039481842871
"AkV3y7cqvolp4mvYr2Ig","sup",4,"fcDC","G1948",2100000,"A",2126085,"count",26085,-1.13899431880836,-1.66951431327566
"s6A4NFLyuIDqruJuewm6","reg",4,"fcAE","C47",160,"C",104,"count",56,0.442333608010868,NA
"s6A4NFLyuIDqruJuewm6","reg",4,"fcAE","M7949",15.1,"C",12.116,"million km2",2.984,1.61319946472292,NA
"d89URw7prNWQ2tYiyNE6","reg",4,"fcBA","G1920",6.54e+08,"D",550347492,"USD",103652508,-1.29942947124021,NA
"d89URw7prNWQ2tYiyNE6","reg",4,"fcBA","G2006",42,"D",38.6,"percent",3.4,0.599532712716291,NA
"KrVNLVpt6Hl3efXpBh6Q","reg",4,"fcCB","G2404",3.9,"E",2.1,"percent",1.8,0.515731503459662,NA
"UQJfChjDGbHBK9ydZuBL","reg",4,"fcBA","G1920",5250000,"D",550347492,"USD",545097492,0.803354843376016,NA
"UQJfChjDGbHBK9ydZuBL","reg",4,"fcBA","G2006",30,"D",38.6,"percent",8.6,3.07951323250376,NA
"eNXtdvWDFDTA7Xrc5UTI","reg",4,"fcAE","C47",57,"C",104,"count",47,0.186286752977264,NA
"eNXtdvWDFDTA7Xrc5UTI","reg",4,"fcAE","M7949",13.42,"C",12.116,"million km2",1.304,0.173421407831099,NA
"G6LvMujrQyj0EAuVo6Uq","reg",4,"fcCB","G2404",3.4,"E",2.1,"percent",1.3,0.140758933830154,NA
"TKO2Alhu9oJQR8IzF5eI","reg",4,"fcDC","G1472",2.9,"A",2.6,"percent",0.3,0.25166325058397,NA
"TKO2Alhu9oJQR8IzF5eI","reg",4,"fcDC","G1948",2850000,"A",2126085,"count",723915,0.552863599535805,NA
"Q5v7vEQrx6bW7SNYTjUD","reg",4,"fcAE","C47",94,"C",104,"count",10,-0.866350317716441,NA
"Q5v7vEQrx6bW7SNYTjUD","reg",4,"fcAE","M7949",13.5,"C",12.116,"million km2",1.384,0.24198226768309,NA
"NS80TKIsEEKLQYESGAtd","reg",4,"fcAE","C47",120,"C",104,"count",16,-0.695652414360705,NA
"NS80TKIsEEKLQYESGAtd","reg",4,"fcAE","M7949",14.916,"C",12.116,"million km2",2.8,1.45550948706334,NA
"s2iFKXksYCI6HlXvQbOr","reg",4,"fcBA","G1920",5.5e+09,"D",550347492,"USD",4949652508,5,NA
"s2iFKXksYCI6HlXvQbOr","reg",4,"fcBA","G2006",39,"D",38.6,"percent",0.399999999999999,-0.831225279468786,NA
"cAYYkpIxMiubqvZJv80N","reg",4,"fcCB","G2404",2.8,"E",2.1,"percent",0.7,-0.309208149725256,NA
"hgZ7ff2tPIwqFV7t8lq0","reg",4,"fcAE","C47",1200,"C",104,"count",1096,5,NA
"hgZ7ff2tPIwqFV7t8lq0","reg",4,"fcAE","M7949",12.2,"C",12.116,"million km2",0.0839999999999996,-0.872131704911771,NA
"4rY5i0hQ8qKc3mBAnAwT","reg",4,"fcCB","G2404",7,"E",2.1,"percent",4.9,2.84056143516261,NA
"uQRpUbhzyEcG4FbBbFXW","reg",4,"fcDC","G1472",2.5,"A",2.6,"percent",0.1,-0.603042128757818,NA
"uQRpUbhzyEcG4FbBbFXW","reg",4,"fcDC","G1948",2720000,"A",2126085,"count",593915,0.138852839514753,NA
"21eJs1O3lWsEI15RTa48","reg",4,"fcED","C1039",47,"B",4.23,"percent",42.77,2.64189912710135,NA
"21eJs1O3lWsEI15RTa48","reg",4,"fcED","G2063",55,"B",8986,"count",8931,3.53117201245878,NA
"0REiwYHX47zX4qbePYjN","reg",4,"fcAE","C47",45,"C",104,"count",59,0.527682559688736,NA
"0REiwYHX47zX4qbePYjN","reg",4,"fcAE","M7949",15,"C",12.116,"million km2",2.884,1.52749838990793,NA
"bdrKTO93ryBON0xFRB24","reg",4,"fcCB","G2404",2.22,"E",2.1,"percent",0.12,-0.744176330495485,NA
"PYH1CXUkU4mAxBsW5UHi","reg",4,"fcBA","G1920",1e+09,"D",550347492,"USD",449652508,0.348711065468696,NA
"PYH1CXUkU4mAxBsW5UHi","reg",4,"fcBA","G2006",38,"D",38.6,"percent",0.600000000000001,-0.735841413323113,NA
"I6mfBMKbR5exUiCNwo3s","reg",4,"fcAE","C47",60,"C",104,"count",44,0.100937801299396,NA
"I6mfBMKbR5exUiCNwo3s","reg",4,"fcAE","M7949",12150,"C",12.116,"million km2",12137.884,5,NA
"j0nw3vkMwyvjJk5uLKTs","reg",4,"fcAE","C47",65,"C",104,"count",39,-0.0413104514970503,NA
"j0nw3vkMwyvjJk5uLKTs","reg",4,"fcAE","M7949",12.42,"C",12.116,"million km2",0.304,-0.683589340318794,NA
"hiqkcqOk13LSwCaUedQQ","reg",4,"fcCB","G2404",4,"E",2.1,"percent",1.9,0.590726017385563,NA
"z6Lh4IOHDaSwgJPnXM9y","reg",4,"fcAE","C47",80,"C",104,"count",24,-0.46805520988639,NA
"z6Lh4IOHDaSwgJPnXM9y","reg",4,"fcAE","M7949",12.7,"C",12.116,"million km2",0.584,-0.443626330836825,NA
"rwXh4OtqsjeCqJsJDrVf","reg",4,"fcED","C1039",28,"B",4.23,"percent",23.77,1.10031146525997,NA
"rwXh4OtqsjeCqJsJDrVf","reg",4,"fcED","G2063",7500,"B",8986,"count",1486,-0.842787134758239,NA
"djnf7XA2hqEFdcudafsh","reg",4,"fcBA","G1920",8.8e+08,"D",550347492,"USD",329652508,-0.222898369228034,NA
"djnf7XA2hqEFdcudafsh","reg",4,"fcBA","G2006",40,"D",38.6,"percent",1.4,-0.354305948740427,NA
"LGc1FR04HUEsBPr46ymO","reg",4,"fcCB","G2404",4.2,"E",2.1,"percent",2.1,0.740715045237367,NA
"Sj53VnpD3hiHSfQ25VLN","reg",4,"fcED","C1039",35,"B",4.23,"percent",30.77,1.66826481435942,NA
"Sj53VnpD3hiHSfQ25VLN","reg",4,"fcED","G2063",6214,"B",8986,"count",2772,-0.0872583955613163,NA
"giDo1r2zlRWJhaOQtwjO","reg",4,"fcBA","G1920",9e+08,"D",550347492,"USD",349652508,-0.127630130111912,NA
"giDo1r2zlRWJhaOQtwjO","reg",4,"fcBA","G2006",48,"D",38.6,"percent",9.4,3.46104869708645,NA
"ZXe1cb51JJRzhbuXMZ5f","reg",4,"fcDC","G1472",2.1,"A",2.6,"percent",0.5,1.10636862992576,NA
"ZXe1cb51JJRzhbuXMZ5f","reg",4,"fcDC","G1948",2600000,"A",2126085,"count",473915,-0.243310938966218,NA
"VdblB6kOjPuNZJSookux","reg",4,"fcAE","C47",125,"C",104,"count",21,-0.553404161564258,NA
"VdblB6kOjPuNZJSookux","reg",4,"fcAE","M7949",13,"C",12.116,"million km2",0.884,-0.186523106391856,NA
"8JaYb3F1ROCzvHGVhkAk","reg",4,"fcED","C1039",33,"B",4.23,"percent",28.77,1.50599242890244,NA
"8JaYb3F1ROCzvHGVhkAk","reg",4,"fcED","G2063",10000,"B",8986,"count",1014,-1.120088507154,NA
"okwvnmmp0HLMbZU5kk4e","reg",4,"fcAE","C47",97,"C",104,"count",7,-0.951699269394309,NA
"okwvnmmp0HLMbZU5kk4e","reg",4,"fcAE","M7949",1.19,"C",12.116,"million km2",10.926,5,NA
"YwWY4wrREDr4JqKcAYda","reg",4,"fcCB","G2404",2.3,"E",2.1,"percent",0.2,-0.684180719354764,NA
"J97ljhO3gdtigy2V3olp","reg",4,"fcDC","G1472",2.6,"A",2.6,"percent",0,-1.03039481842871,NA
"J97ljhO3gdtigy2V3olp","reg",4,"fcDC","G1948",2600000,"A",2126085,"count",473915,-0.243310938966218,NA
"nzaOxCiki2hsjnziZvOR","reg",4,"fcAE","C47",160,"C",104,"count",56,0.442333608010868,NA
"nzaOxCiki2hsjnziZvOR","reg",4,"fcAE","M7949",14.6,"C",12.116,"million km2",2.484,1.18469409064797,NA
"0GHoG2xHG1S8ObKb5WSx","reg",4,"fcAE","C47",58,"C",104,"count",46,0.157837102417975,NA
"0GHoG2xHG1S8ObKb5WSx","reg",4,"fcAE","M7949",13.75,"C",12.116,"million km2",1.634,0.456234954720564,NA
"XNnSYvWVz1rYeszmhtm8","reg",4,"fcAE","C47",200,"C",104,"count",96,1.58031963038244,NA
"XNnSYvWVz1rYeszmhtm8","reg",4,"fcAE","M7949",12.48,"C",12.116,"million km2",0.364000000000001,-0.6321686954298,NA
"Yjyw7yxk1JfumMK3kuLP","reg",4,"fcBA","G1920",1150000,"D",550347492,"USD",549197492,0.822884832394821,NA
"Yjyw7yxk1JfumMK3kuLP","reg",4,"fcBA","G2006",38,"D",38.6,"percent",0.600000000000001,-0.735841413323113,NA
"7O6mku0Wul8BBONaop2n","reg",4,"fcCB","G2404",3.3,"E",2.1,"percent",1.2,0.0657644199042521,NA
"WvS7v3OnokNVBRlGLawD","reg",4,"fcBA","G1920",7.8e+08,"D",550347492,"USD",229652508,-0.699239564808641,NA
"WvS7v3OnokNVBRlGLawD","reg",4,"fcBA","G2006",42,"D",38.6,"percent",3.4,0.599532712716291,NA
"ZusQXxCm3jbGtP0NYMhF","reg",4,"fcCB","G2404",3.2,"E",2.1,"percent",1.1,-0.0092300940216493,NA
"NEzK3RrTXr3H711C5ner","reg",4,"fcDC","G1472",2.3,"A",2.6,"percent",0.3,0.251663250583972,NA
"NEzK3RrTXr3H711C5ner","reg",4,"fcDC","G1948",2750000,"A",2126085,"count",623915,0.234393784134996,NA
"RQ8RuN2t0DuLKxNoK9oM","reg",4,"fcDC","G1472",3,"A",2.6,"percent",0.4,0.679015940254866,NA
"RQ8RuN2t0DuLKxNoK9oM","reg",4,"fcDC","G1948",4,"A",2126085,"count",2126081,5,NA
"IMkDozWulx7wu0qVyjW2","reg",4,"fcAE","C47",102,"C",104,"count",2,-1.09394752219076,NA
"IMkDozWulx7wu0qVyjW2","reg",4,"fcAE","M7949",10.6,"C",12.116,"million km2",1.516,0.355107686438876,NA
"Fh8Etkgq6MyfQfZKnifu","reg",4,"fcED","C1039",25,"B",4.23,"percent",20.77,0.856902887074483,NA
"Fh8Etkgq6MyfQfZKnifu","reg",4,"fcED","G2063",6500,"B",8986,"count",2486,-0.255284227140103,NA
"jWVRSGBb26oZsTvK62ck","reg",4,"fcED","C1039",15,"B",4.23,"percent",10.77,0.0455409597895418,NA
"jWVRSGBb26oZsTvK62ck","reg",4,"fcED","G2063",5500,"B",8986,"count",3486,0.332218680478032,NA
