trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_shipley_abstraction,task_admc_rc1,task_admc_a2,task_leapfrog,task_coherence_forecasting,task_impossible_question,task_admc_rp,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,slider_start,slider_moved,admc_id,admc_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,shipley_vocabulary_score,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
instructions,43,398236,0.0-9.0-6.0,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,"[{'page_index': 0, 'viewing_time': 13055}]",13055.0,,,,,,,,,,,,dn_test_trials_instructions,,,,,,,,,,,,,,,,,,,,False,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,44,398537,0.0-9.0-7.0-0.0-0.0,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,402488,0.0-9.0-7.0-0.0-1.0,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,3950.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,133.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,0.0,A,harmony,text,text,small,large,0.2,0.22,10.0,400.0,2.0,88.0,8.0,312.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,46,403488,0.0-9.0-7.0-0.0-2.0,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,47,403789,0.0-9.0-7.0-0.0-0.1,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,48,412105,0.0-9.0-7.0-0.0-1.1,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,8316.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,136.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,1.0,A,conflict,array,text,large,small,0.29,0.3,400.0,10.0,116.0,3.0,284.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,49,413106,0.0-9.0-7.0-0.0-2.1,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,413406,0.0-9.0-7.0-0.0-0.2,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,51,417053,0.0-9.0-7.0-0.0-1.2,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,3646.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,139.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,2.0,A,harmony,text,text,large,small,0.27,0.2,400.0,10.0,108.0,2.0,292.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,418053,0.0-9.0-7.0-0.0-2.2,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,53,418354,0.0-9.0-7.0-0.0-0.3,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,421548,0.0-9.0-7.0-0.0-1.3,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,3194.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,142.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,3.0,A,conflict,array,array,large,small,0.28,0.2,400.0,10.0,112.0,2.0,288.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,55,422549,0.0-9.0-7.0-0.0-2.3,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,422851,0.0-9.0-7.0-0.0-0.4,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,57,425501,0.0-9.0-7.0-0.0-1.4,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,2649.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,145.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,4.0,A,conflict,text,array,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,426501,0.0-9.0-7.0-0.0-2.4,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,59,426802,0.0-9.0-7.0-0.0-0.5,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,429878,0.0-9.0-7.0-0.0-1.5,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,3076.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,148.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,5.0,A,harmony,array,text,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,61,430879,0.0-9.0-7.0-0.0-2.5,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,431179,0.0-9.0-7.0-0.0-0.6,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,433277,0.0-9.0-7.0-0.0-1.6,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,2097.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,152.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,6.0,A,harmony,array,array,large,small,0.07,0.1,400.0,10.0,28.0,1.0,372.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,434278,0.0-9.0-7.0-0.0-2.6,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,65,434578,0.0-9.0-7.0-0.0-0.7,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,436541,0.0-9.0-7.0-0.0-1.7,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,1962.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,155.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,7.0,A,harmony,array,array,small,large,0.3,0.24,10.0,400.0,3.0,96.0,7.0,304.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,67,437542,0.0-9.0-7.0-0.0-2.7,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,437842,0.0-9.0-7.0-0.0-0.8,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,69,440351,0.0-9.0-7.0-0.0-1.8,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,2509.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,158.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,8.0,A,harmony,text,text,small,large,0.1,0.03,10.0,400.0,1.0,12.0,9.0,388.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,441352,0.0-9.0-7.0-0.0-2.8,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
