trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_cognitive_reflection,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_admc_a1,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,task_admc_dr,task_raven_matrix,task_number_series,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id,ns_id,ns_response
html-keyboard-response,285,897082,0.0-11.0-8.0-1.0-0.3,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,225.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,43.0,70.0,60.0,60.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,286,898085,0.0-11.0-8.0-1.0-1.3,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,287,898154,0.0-11.0-8.0-1.0-0.4,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,68.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,44.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,288,899163,0.0-11.0-8.0-1.0-1.4,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,289,899438,0.0-11.0-8.0-1.0-0.5,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,274.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,45.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,290,900455,0.0-11.0-8.0-1.0-1.5,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,291,900548,0.0-11.0-8.0-1.0-0.6,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,92.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,46.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,292,901563,0.0-11.0-8.0-1.0-1.6,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,293,901775,0.0-11.0-8.0-1.0-0.7,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,212.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,47.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,294,902784,0.0-11.0-8.0-1.0-1.7,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,295,902947,0.0-11.0-8.0-1.0-0.8,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,161.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,48.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,296,903950,0.0-11.0-8.0-1.0-1.8,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,297,904055,0.0-11.0-8.0-1.0-0.9,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,103.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,49.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,298,905063,0.0-11.0-8.0-1.0-1.9,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,299,905112,0.0-11.0-8.0-1.0-0.10,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,48.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,50.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,300,906119,0.0-11.0-8.0-1.0-1.10,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,301,906325,0.0-11.0-8.0-1.0-0.11,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,205.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,51.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,302,907331,0.0-11.0-8.0-1.0-1.11,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,303,907803,0.0-11.0-8.0-1.0-0.12,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,471.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,52.0,70.0,60.0,60.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,304,908806,0.0-11.0-8.0-1.0-1.12,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,305,909075,0.0-11.0-8.0-1.0-0.13,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,268.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,53.0,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,306,910083,0.0-11.0-8.0-1.0-1.13,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,307,910147,0.0-11.0-8.0-1.0-0.14,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,63.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,False,1.0,54.0,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,308,911150,0.0-11.0-8.0-1.0-1.14,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,309,911315,0.0-11.0-8.0-1.0-0.15,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,164.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,55.0,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,310,912317,0.0-11.0-8.0-1.0-1.15,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,311,912563,0.0-11.0-8.0-1.0-0.16,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,245.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,56.0,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,312,913579,0.0-11.0-8.0-1.0-1.16,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,313,913736,0.0-11.0-8.0-1.0-0.17,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,155.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,57.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,314,914742,0.0-11.0-8.0-1.0-1.17,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,315,914982,0.0-11.0-8.0-1.0-0.18,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,239.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,58.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,316,915996,0.0-11.0-8.0-1.0-1.18,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,317,916340,0.0-11.0-8.0-1.0-0.19,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,343.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,59.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,318,917355,0.0-11.0-8.0-1.0-1.19,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,319,917440,0.0-11.0-8.0-1.0-0.20,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,84.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,60.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,320,918445,0.0-11.0-8.0-1.0-1.20,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,321,918627,0.0-11.0-8.0-1.0-0.21,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,181.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,False,1.0,61.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,322,919638,0.0-11.0-8.0-1.0-1.21,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
