view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_cognitive_reflection,task_admc_dr,task_admc_rc2,task_number_series,task_time_series,task_admc_a1,task_raven_matrix,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,admc_id,admc_response,slider_start,ns_id,ns_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id
,,html-keyboard-response,185,499245,0.0-7.0-7.0-0.0-2.27,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,186,499546,0.0-7.0-7.0-0.0-0.28,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1496.0,html-keyboard-response,187,501046,0.0-7.0-7.0-0.0-1.28,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,186.0,arrowright,,,,False,0.0,28.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,conflict,array,text,small,large,0.3,0.26,10.0,400.0,3.0,104.0,7.0,296.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,188,502047,0.0-7.0-7.0-0.0-2.28,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,189,502349,0.0-7.0-7.0-0.0-0.29,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,922.0,html-keyboard-response,190,503271,0.0-7.0-7.0-0.0-1.29,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,190.0,arrowright,,,,False,0.0,29.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,harmony,text,array,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,191,504273,0.0-7.0-7.0-0.0-2.29,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,192,504575,0.0-7.0-7.0-0.0-0.30,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1877.0,html-keyboard-response,193,506452,0.0-7.0-7.0-0.0-1.30,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,193.0,arrowleft,,,,False,0.0,30.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,conflict,text,text,small,large,0.3,0.2299999999999999,10.0,400.0,3.0,92.0,7.0,308.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,194,507454,0.0-7.0-7.0-0.0-2.30,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,195,507756,0.0-7.0-7.0-0.0-0.31,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3562.0,html-keyboard-response,196,511318,0.0-7.0-7.0-0.0-1.31,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,197.0,arrowright,,,,False,0.0,31.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,harmony,text,text,small,large,0.1,0.13,10.0,400.0,1.0,52.0,9.0,348.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,197,512323,0.0-7.0-7.0-0.0-2.31,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,198,512624,0.0-7.0-7.0-0.0-0.32,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1407.0,html-keyboard-response,199,514032,0.0-7.0-7.0-0.0-1.32,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,200.0,arrowleft,,,,False,0.0,32.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,conflict,text,array,small,large,0.2,0.15,10.0,400.0,2.0,60.0,8.0,340.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,200,515034,0.0-7.0-7.0-0.0-2.32,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,201,515335,0.0-7.0-7.0-0.0-0.33,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2477.0,html-keyboard-response,202,517813,0.0-7.0-7.0-0.0-1.33,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,203.0,arrowright,,,,False,0.0,33.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,harmony,array,text,small,large,0.3,0.3299999999999999,10.0,400.0,3.0,132.0,7.0,268.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,203,518814,0.0-7.0-7.0-0.0-2.33,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,204,519116,0.0-7.0-7.0-0.0-0.34,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3388.0,html-keyboard-response,205,522505,0.0-7.0-7.0-0.0-1.34,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,206.0,arrowright,,,,False,0.0,34.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,harmony,array,text,small,large,0.1,0.15,10.0,400.0,1.0,60.0,9.0,340.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,206,523508,0.0-7.0-7.0-0.0-2.34,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,207,523810,0.0-7.0-7.0-0.0-0.35,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1276.0,html-keyboard-response,208,525087,0.0-7.0-7.0-0.0-1.35,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,209.0,arrowleft,,,,False,0.0,35.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",A,harmony,text,text,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,209,526088,0.0-7.0-7.0-0.0-2.35,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
