trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_raven_matrix,task_admc_a1,task_admc_rc2,task_admc_dr,task_leapfrog,task_number_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,custom_timer_ended_trial,interval_id,response,question_order,pt_trial,block,trial,list_id,stimulus,correct_answer,correct,slider_start,slider_moved,admc_id,admc_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints
survey-multi-choice,58,645628,0.0-7.0-7.0-0.0-0.40,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,27103.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,97.0,1,[0],False,0.0,40.0,18.0,B3D5E4_3,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,59,660996,0.0-7.0-7.0-0.0-0.41,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,15357.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,98.0,1,[0],False,0.0,41.0,18.0,C4D3E5_3,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,60,661005,0.0-7.0-8.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,61,663397,0.0-7.0-9.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,2389.0,,,,,,,,,,,,feedback_Raven Matrices,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,62,663400,0.0-7.0-10.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,663404,0.0-7.0-12.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,Raven Matrices__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,64,663556,0.0-9.0-1.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,65,670376,0.0-9.0-2.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 6817}]",6818.0,,,,,,,,,,,,admc_a1_instructions,,,,,,,,,,,,,,,,,,False,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,66,670378,0.0-9.0-3.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,67,682985,0.0-9.0-4.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,12599.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,101.0,4,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 95% success rate. That is, if you have sex with someone who has the AIDS virus, there is a 95% chance that this type of condom will prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",,,1.0,True,a1_1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,68,697873,0.0-9.0-4.0-0.1,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,14882.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,102.0,5,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 80% lean ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",,,1.0,True,a1_2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,69,706606,0.0-9.0-4.0-0.2,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,8715.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,103.0,3,,,,,,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 35% of those completing the survey stated that they had never cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",,,1.0,True,a1_3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,70,748527,0.0-9.0-4.0-0.3,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,41917.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,104.0,3,,,,,,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 30 of the last 50 have been successful.</p>
                                <p>What is the likelihood you would fund the request?</p>",,,1.0,True,a1_4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,71,756044,0.0-9.0-4.0-0.4,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,7513.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,105.0,4,,,,,,"<p><b>Problem</b></p>
                                <p>Suppose a student got 90% correct in the mid-term exam and 70% correct in the final-term exam, what would be your evaluations of this student's performance?</p>",,,1.0,True,a1_5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,72,768810,0.0-9.0-4.0-0.5,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,12763.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,106.0,5,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is a 20% chance that she did not know she parked illegally.</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",,,1.0,True,a1_6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,73,780121,0.0-9.0-4.0-0.6,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,11305.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,107.0,5,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of success, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. Would you encourage him or her to undergo treatment using this technique?</p>",,,1.0,True,a1_7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,74,780127,0.0-9.0-5.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,75,781697,0.0-9.0-6.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,1568.0,,,,,,,,,,,,feedback_ADMC Framing A1,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,76,781698,0.0-9.0-7.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,77,781702,0.0-9.0-9.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A1__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,78,781858,0.0-11.0-1.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,79,787065,0.0-11.0-2.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 5206}]",5206.0,,,,,,,,,,,,admc_rc2_instructions,,,,,,,,,,,,,,,,,,False,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,80,787068,0.0-11.0-3.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,81,810777,0.0-11.0-4.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,23707.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,110.0,4,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 12 soldiers will lose one leg.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that nobody loses a leg and a 37% chance that all lose a leg.</p>
                                <p>Which doctor do you recommend?</p>",,,1.0,True,rc2_1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,82,838389,0.0-11.0-4.0-0.1,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,27606.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,111.0,4,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 people will die.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that nobody will die, and a 67% chance that 600 people will die.</p>
                                <p>Which program do you recommend to use?</p>",,,1.0,True,rc2_2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,83,854518,0.0-11.0-4.0-0.2,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,16123.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,112.0,3,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $4,000 of your client's investment will be lost.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the nothing will be lost, and a 67% chance that $6,000 will be lost.</p>
                                <p>Which of these two strategies would you favor?</p>",,,1.0,True,rc2_3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,84,870459,0.0-11.0-4.0-0.3,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,15935.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,113.0,2,,,,,,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will lose $800 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of losing none of the money, and a 67% chance of losing all $1200.</p>
                                <p>Which plan would you use?</p>",,,1.0,True,rc2_4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,85,889082,0.0-11.0-4.0-0.4,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,18618.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,114.0,3,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be lost for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 400 animals will be lost, and a 25% chance that 1,200 animals will be lost.</p>
                                <p>Which option do you recommend to use?</p>",,,1.0,True,rc2_5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,86,913143,0.0-11.0-4.0-0.5,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,24057.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,115.0,2,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 10 die because of the operation, and 66 die by the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, none die during the treatment, and 78 die by the end of five years.</p>
                                <p>Which treatment would you choose?</p>",,,1.0,True,rc2_6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,87,932369,0.0-11.0-4.0-0.6,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,19222.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,116.0,4,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 600 of the 1000 students will drop out of school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that none of the 1000 students will drop out of school and 60% chance that all 1000 students will drop out of school.</p>
                                <p>Which program would you favor for implementation?</p>",,,1.0,True,rc2_7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,88,932375,0.0-11.0-5.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,89,947602,0.0-11.0-6.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,15224.0,,,,,,,,,,,,feedback_ADMC Framing RC2,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,90,947604,0.0-11.0-7.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,91,947608,0.0-11.0-9.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,5FMvP0dQQ8tjWZiH2ziR7KSdy8,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC2__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,5,0.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1298,0.0-1.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,1318.0,646.0,True,edge-chromium,123.0.0,False,Windows 10,True,50.4,False,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1299,0.0-2.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,1300,0.0-3.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1301,0.0-5.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,5,1302,0.0-7.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,6,1647,0.0-9.0-0.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,1801,0.0-9.0-1.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,8,57926,0.0-9.0-2.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,"[{'page_index': 0, 'viewing_time': 49916}, {'page_index': 1, 'viewing_time': 6189}]",56107.0,,,,,,,,,,,,admc_dr_instructions,,,,,,,,,,,,,,,,,,False,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,57952,0.0-9.0-3.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,10,96196,0.0-9.0-4.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,nRIsLOl1nThmPEZMZH9VqAaeo5,,,,38236.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,17.0,{'dr1': ['B']},[0],,,,,,,,,,dr1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
