trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_coherence_forecasting,task_shipley_abstraction,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_admc_rc1,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_graph_literacy,task_shipley_vocab,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response,moved_sliders,cfs_id,cfs_response,shipley_abstraction_score,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,question_order,shipley_vocabulary_score
html-keyboard-response,293,2430132,0.0-17.0-5.0-4.0-0.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,329.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,41.0,,,,,arrowleft,,,,,,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,294,2431134,0.0-17.0-5.0-4.0-1.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,295,2431621,0.0-17.0-5.0-4.0-0.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,485.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,42.0,,,,,arrowleft,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,296,2432629,0.0-17.0-5.0-4.0-1.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,297,2433435,0.0-17.0-5.0-4.0-0.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,804.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,43.0,,,,,arrowleft,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,298,2434443,0.0-17.0-5.0-4.0-1.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,299,2434799,0.0-17.0-5.0-4.0-0.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,354.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,44.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,300,2435806,0.0-17.0-5.0-4.0-1.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,301,2436097,0.0-17.0-5.0-4.0-0.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,289.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,45.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,302,2437112,0.0-17.0-5.0-4.0-1.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,303,2437475,0.0-17.0-5.0-4.0-0.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,362.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,46.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,304,2438489,0.0-17.0-5.0-4.0-1.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,305,2438776,0.0-17.0-5.0-4.0-0.7,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,274.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,47.0,,,,,arrowleft,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,306,2439779,0.0-17.0-5.0-4.0-1.7,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,307,2440047,0.0-17.0-5.0-4.0-0.8,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,267.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,48.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,308,2441060,0.0-17.0-5.0-4.0-1.8,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,309,2441431,0.0-17.0-5.0-4.0-0.9,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,369.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,49.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,310,2442432,0.0-17.0-5.0-4.0-1.9,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,311,2442739,0.0-17.0-5.0-4.0-0.10,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,305.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,50.0,,,,,arrowleft,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,312,2443751,0.0-17.0-5.0-4.0-1.10,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,313,2444007,0.0-17.0-5.0-4.0-0.11,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,254.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,51.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,314,2445017,0.0-17.0-5.0-4.0-1.11,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,315,2445316,0.0-17.0-5.0-4.0-0.12,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,298.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,52.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,316,2446322,0.0-17.0-5.0-4.0-1.12,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,317,2446690,0.0-17.0-5.0-4.0-0.13,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,366.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,53.0,,,,,arrowright,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,318,2447703,0.0-17.0-5.0-4.0-1.13,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,319,2448093,0.0-17.0-5.0-4.0-0.14,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,388.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,54.0,,,,,arrowright,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,320,2449107,0.0-17.0-5.0-4.0-1.14,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,321,2449408,0.0-17.0-5.0-4.0-0.15,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,288.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,55.0,,,,,arrowleft,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,322,2450414,0.0-17.0-5.0-4.0-1.15,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,323,2450714,0.0-17.0-5.0-4.0-0.16,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,299.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,56.0,,,,,arrowleft,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,324,2451723,0.0-17.0-5.0-4.0-1.16,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,325,2452003,0.0-17.0-5.0-4.0-0.17,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,278.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,57.0,,,,,arrowleft,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,326,2453007,0.0-17.0-5.0-4.0-1.17,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,327,2453312,0.0-17.0-5.0-4.0-0.18,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,303.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,58.0,,,,,arrowright,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,328,2454329,0.0-17.0-5.0-4.0-1.18,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,329,2454333,0.0-17.0-5.0-4.0-0.19,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,3.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,59.0,,,,,arrowleft,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,330,2455338,0.0-17.0-5.0-4.0-1.19,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,331,2460222,0.0-17.0-5.0-5.0-0.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,4880.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,858.0,,,,,,,,,,,{'prediction': '2'},,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,332,2461888,0.0-17.0-5.0-5.0-0.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,1653.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,859.0,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
