trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,task_admc_rc2,task_cognitive_reflection,task_time_series,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a1,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,ns_id,ns_response,list_id,correct_answer,correct,slider_start,slider_moved,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,298,537078,0.0-7.0-8.0-1.0-0.19,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,333.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,59.0,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,299,538080,0.0-7.0-8.0-1.0-1.19,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,300,538181,0.0-7.0-8.0-1.0-0.20,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,100.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,60.0,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,301,539182,0.0-7.0-8.0-1.0-1.20,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,302,539325,0.0-7.0-8.0-1.0-0.21,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,135.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,61.0,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,303,540327,0.0-7.0-8.0-1.0-1.21,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,304,540502,0.0-7.0-8.0-1.0-0.22,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,175.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,62.0,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,305,541503,0.0-7.0-8.0-1.0-1.22,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,306,541772,0.0-7.0-8.0-1.0-0.23,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,268.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,63.0,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,307,542774,0.0-7.0-8.0-1.0-1.23,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,308,542967,0.0-7.0-8.0-1.0-0.24,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,192.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,64.0,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,309,543968,0.0-7.0-8.0-1.0-1.24,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,310,544164,0.0-7.0-8.0-1.0-0.25,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,194.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,65.0,90.0,100.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,311,545165,0.0-7.0-8.0-1.0-1.25,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,312,545454,0.0-7.0-8.0-1.0-0.26,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,289.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,66.0,90.0,100.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,313,546457,0.0-7.0-8.0-1.0-1.26,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,314,546589,0.0-7.0-8.0-1.0-0.27,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,132.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,67.0,90.0,100.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,315,547591,0.0-7.0-8.0-1.0-1.27,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,316,547875,0.0-7.0-8.0-1.0-0.28,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,284.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,68.0,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,317,548877,0.0-7.0-8.0-1.0-1.28,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,318,549043,0.0-7.0-8.0-1.0-0.29,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,166.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,69.0,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,319,550046,0.0-7.0-8.0-1.0-1.29,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,320,550310,0.0-7.0-8.0-1.0-0.30,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,255.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,70.0,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,321,551313,0.0-7.0-8.0-1.0-1.30,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,322,551349,0.0-7.0-8.0-1.0-0.31,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,36.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,71.0,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,323,552351,0.0-7.0-8.0-1.0-1.31,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,324,552597,0.0-7.0-8.0-1.0-0.32,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,245.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,72.0,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,325,553599,0.0-7.0-8.0-1.0-1.32,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,326,553839,0.0-7.0-8.0-1.0-0.33,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,240.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,1.0,73.0,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,327,554841,0.0-7.0-8.0-1.0-1.33,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,328,555220,0.0-7.0-8.0-1.0-0.34,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,378.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,74.0,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,329,556221,0.0-7.0-8.0-1.0-1.34,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,330,556475,0.0-7.0-8.0-1.0-0.35,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,253.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,75.0,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,331,557477,0.0-7.0-8.0-1.0-1.35,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,332,557802,0.0-7.0-8.0-1.0-0.36,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,324.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,76.0,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,333,558804,0.0-7.0-8.0-1.0-1.36,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,334,559109,0.0-7.0-8.0-1.0-0.37,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,304.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,1.0,77.0,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,335,560111,0.0-7.0-8.0-1.0-1.37,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
