trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_time_series,task_leapfrog,task_admc_rp,task_admc_rc1,task_coherence_forecasting,task_impossible_question,task_admc_a2,task_shipley_vocab,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,admc_id,admc_response,slider_start,slider_moved,cfs_id,cfs_response,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,question_order,shipley_vocabulary_score,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-button-response,852,3343244,0.0-23.0-4.0-0.0-1.23,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1423.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1611.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 24/30 questions completed. 67% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,853,3358493,0.0-23.0-4.0-0.0-0.24,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,15247.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1612.0,,"{'GK_72': '1', 'GK_72_slider': '50'}",50.0,False,0.0,24.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.0,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,False,,,,,,,,,,,,,,,,,,,
html-button-response,854,3359831,0.0-23.0-4.0-0.0-1.24,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1335.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1613.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 25/30 questions completed. 64% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,855,3367442,0.0-23.0-4.0-0.0-0.25,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,7609.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1614.0,,"{'GK_55': '2', 'GK_55_slider': '79'}",79.0,False,0.0,25.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,2.0,GK_55,Autism has become an epidemic.,True,False,2.0,True,,,,,,,,,,,,,,,,,,,
html-button-response,856,3369381,0.0-23.0-4.0-0.0-1.25,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1938.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1615.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 26/30 questions completed. 65% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,857,3374454,0.0-23.0-4.0-0.0-0.26,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,5069.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1616.0,,"{'GK_21': '2', 'GK_21_slider': '100'}",100.0,False,0.0,26.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,2.0,GK_21,The number of weeks in a year is approximately:,500,52,2.0,True,,,,,,,,,,,,,,,,,,,
html-button-response,858,3376383,0.0-23.0-4.0-0.0-1.26,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1927.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1617.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 67% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,859,3384195,0.0-23.0-4.0-0.0-0.27,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,7811.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1618.0,,"{'GK_61': '2', 'GK_61_slider': '100'}",100.0,False,0.0,27.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,2.0,GK_61,Which comes closest in meaning to the following word? Intransigent,Transitory,Inflexible,2.0,True,,,,,,,,,,,,,,,,,,,
html-button-response,860,3385963,0.0-23.0-4.0-0.0-1.27,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1764.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1619.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 28/30 questions completed. 68% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,861,3395476,0.0-23.0-4.0-0.0-0.28,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,9511.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1620.0,,"{'GK_36': '1', 'GK_36_slider': '76'}",76.0,False,0.0,28.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.0,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,
html-button-response,862,3396970,0.0-23.0-4.0-0.0-1.28,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1490.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1621.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 69% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,863,3400715,0.0-23.0-4.0-0.0-0.29,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,3744.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1622.0,,{'IQ_1': '3'},,False,0.0,29.0,,,,,,,,,,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,3.0,IQ_1,When did the battle of Kavkav take place?,Before 1647,After 1647,3.0,True,,,,,,,,,,,,,,,,,,,
html-button-response,864,3402987,0.0-23.0-4.0-0.0-1.29,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,2279.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1623.0,<p>Progress: 30/30 questions completed. 69% correct.</p>,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,865,3402988,0.0-23.0-5.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,866,3404462,0.0-23.0-6.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1473.0,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,867,3404462,0.0-23.0-7.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,868,3404464,0.0-23.0-9.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,869,3841710,0.0-24.0-0.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 437235}]",437235.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,870,3841867,0.0-25.0-1.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,871,3850034,0.0-25.0-2.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 8166}]",8167.0,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,False,1628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,872,3850040,0.0-25.0-3.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,873,3887614,0.0-25.0-4.0-0.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,37571.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1629.0,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_1,4,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,874,3902754,0.0-25.0-4.0-0.1,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,15138.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1630.0,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is an 80% chance that she knew she parked illegally</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_2,3,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,875,3920345,0.0-25.0-4.0-0.2,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,17588.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1632.0,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 65% of those completing the survey stated that they had cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_3,4,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,876,3942278,0.0-25.0-4.0-0.3,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,21929.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1633.0,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of failure, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. How likely are you to encourage him or her to undergo treatment using this technique?</p>",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_4,3,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,877,3962878,0.0-25.0-4.0-0.4,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,20598.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1634.0,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 20% fat ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_5,4,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,878,3983664,0.0-25.0-4.0-0.5,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,20782.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1635.0,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 5% failure rate. That is, if you have sex with someone who has the AIDS virus, there is a 5% chance that this type of condom will fail to prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_6,1,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,879,3998890,0.0-25.0-4.0-0.6,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,15223.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1636.0,"<p><b>Problem</b></p>
                                <p>Suppose a student got 10% incorrect in the mid-term exam and 30% incorrect in the final-term exam, what would be your evaluations of this student's performance?</p>",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2_7,3,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,880,3998893,0.0-25.0-5.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,881,4000534,0.0-25.0-6.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,1640.0,,,,,,,,,,,,feedback_ADMC Framing A2,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,882,4000535,0.0-25.0-7.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,883,4000539,0.0-25.0-9.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A2__completed,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,884,4000540,0.0-27.0-0.0-0.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,885,4000700,0.0-27.0-1.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,886,4010835,0.0-27.0-2.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 10133}]",10133.0,,,,,,,,,,,,shipley_vocab_instructions,,,,,,,,,,,,,,,,,,,False,1639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,887,4010841,0.0-27.0-3.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,888,4127603,0.0-27.0-4.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,116753.0,,,,,,,,,,,,shipley_vocab_test_trial,,,,,,,,,,,,,,,,,,,False,1640.0,,"{'shipley_vocab_1': 'speak', 'shipley_vocab_2': 'sofa', 'shipley_vocab_3': 'recall', 'shipley_vocab_4': 'forgive', 'shipley_vocab_5': 'dreadful', 'shipley_vocab_6': 'large', 'shipley_vocab_7': 'likely', 'shipley_vocab_8': 'pretender', 'shipley_vocab_9': 'enchant', 'shipley_vocab_10': 'obvious', 'shipley_vocab_11': 'tell', 'shipley_vocab_12': 'pull', 'shipley_vocab_13': 'laughter', 'shipley_vocab_14': 'uninformed', 'shipley_vocab_15': 'heading', 'shipley_vocab_16': 'signify', 'shipley_vocab_17': 'serious', 'shipley_vocab_18': 'strengthen', 'shipley_vocab_19': 'deserve', 'shipley_vocab_20': 'fame', 'shipley_vocab_21': 'help', 'shipley_vocab_22': 'charm', 'shipley_vocab_23': 'barren', 'shipley_vocab_24': 'affable', 'shipley_vocab_25': 'waste', 'shipley_vocab_26': 'notched', 'shipley_vocab_27': 'pilfer', 'shipley_vocab_28': 'hole', 'shipley_vocab_29': 'unspoiled', 'shipley_vocab_30': 'harmless', 'shipley_vocab_31': 'humorous', 'shipley_vocab_32': 'lament', 'shipley_vocab_33': 'relentless', 'shipley_vocab_34': 'dispossess', 'shipley_vocab_35': 'mitigate', 'shipley_vocab_36': 'complaining', 'shipley_vocab_37': 'incite', 'shipley_vocab_38': 'corruption', 'shipley_vocab_39': 'traverse', 'shipley_vocab_40': 'calculation'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",37.0,,,,,,,,,,,,,,,,,
call-function,889,4127648,0.0-27.0-5.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,890,4140160,0.0-27.0-6.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,12511.0,,,,,,,,,,,,feedback_Shipley (Vocabulary),,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,891,4140162,0.0-27.0-7.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,892,4140164,0.0-27.0-9.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Shipley (Vocabulary)__completed,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,893,4140167,0.0-29.0-0.0-0.0,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
