trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rc1,task_admc_a2,task_impossible_question,task_shipley_abstraction,task_time_series,task_shipley_vocab,task_leapfrog,task_coherence_forecasting,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,admc_id,admc_response,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,shipley_abstraction_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-keyboard-response,258,438261,0.0-9.0-7.0-0.0-1.14,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,154.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,385.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,14.0,B,conflict,both,both,small,large,0.1,0.06,10.0,400.0,1.0,24.0,9.0,376.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,259,439263,0.0-9.0-7.0-0.0-2.14,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,260,439564,0.0-9.0-7.0-0.0-0.15,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,439821,0.0-9.0-7.0-0.0-1.15,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,256.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,388.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,15.0,B,harmony,both,both,small,large,0.1,0.15,10.0,400.0,1.0,60.0,9.0,340.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,262,440821,0.0-9.0-7.0-0.0-2.15,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,441123,0.0-9.0-7.0-0.0-0.16,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,264,441412,0.0-9.0-7.0-0.0-1.16,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,288.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,391.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,16.0,B,harmony,both,both,large,small,0.16,0.1,400.0,10.0,64.0,1.0,336.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,442413,0.0-9.0-7.0-0.0-2.16,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,266,442720,0.0-9.0-7.0-0.0-0.17,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,443000,0.0-9.0-7.0-0.0-1.17,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,278.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,394.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,17.0,B,conflict,both,both,large,small,0.15,0.2,400.0,10.0,60.0,2.0,340.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,268,444001,0.0-9.0-7.0-0.0-2.17,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,444302,0.0-9.0-7.0-0.0-0.18,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,270,444414,0.0-9.0-7.0-0.0-1.18,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,110.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,397.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,18.0,B,harmony,both,both,small,large,0.3,0.35,10.0,400.0,3.0,140.0,7.0,260.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,445416,0.0-9.0-7.0-0.0-2.18,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,272,445716,0.0-9.0-7.0-0.0-0.19,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,445752,0.0-9.0-7.0-0.0-1.19,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,34.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,400.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,19.0,B,conflict,both,both,large,small,0.16,0.2,400.0,10.0,64.0,2.0,336.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,274,446754,0.0-9.0-7.0-0.0-2.19,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,447055,0.0-9.0-7.0-0.0-0.20,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,276,447146,0.0-9.0-7.0-0.0-1.20,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,89.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,404.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,20.0,B,harmony,both,both,large,small,0.32,0.3,400.0,10.0,128.0,3.0,272.0,7.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,277,448147,0.0-9.0-7.0-0.0-2.20,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,278,448450,0.0-9.0-7.0-0.0-0.21,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,279,448528,0.0-9.0-7.0-0.0-1.21,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,77.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,413.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,21.0,B,harmony,both,both,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,280,449530,0.0-9.0-7.0-0.0-2.21,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,281,449831,0.0-9.0-7.0-0.0-0.22,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,282,451315,0.0-9.0-7.0-0.0-1.22,nlwShoYSDDnjZbcJjNcJ,223301,5,vNpBQu5MmIZv6xoeaI9Xl3dg9p,DRZjWvxhntQA1qtm2xl2I7Tg6p,1280.0,720.0,,1481.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,422.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,22.0,B,conflict,both,both,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
