trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_admc_rc1,task_shipley_abstraction,task_graph_literacy,task_time_series,task_impossible_question,task_admc_a2,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_coherence_forecasting,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,slider_start,slider_moved,admc_id,admc_response,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,moved_sliders,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response
html-keyboard-response,1041,3974971,0.0-27.0-8.0-3.0-0.5,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,531.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,200.0,200.0,B,,,,
html-keyboard-response,1042,3975974,0.0-27.0-8.0-3.0-1.5,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1043,3976370,0.0-27.0-8.0-3.0-0.6,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,394.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,200.0,200.0,B,,,,
html-keyboard-response,1044,3977373,0.0-27.0-8.0-3.0-1.6,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1045,3977786,0.0-27.0-8.0-3.0-0.7,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,412.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,200.0,200.0,B,,,,
html-keyboard-response,1046,3978790,0.0-27.0-8.0-3.0-1.7,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1047,3980294,0.0-27.0-8.0-3.0-0.8,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,,,,,,
html-keyboard-response,1048,3981298,0.0-27.0-8.0-3.0-1.8,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1049,3981370,0.0-27.0-8.0-3.0-0.9,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,70.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,,,
html-keyboard-response,1050,3982373,0.0-27.0-8.0-3.0-1.9,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1051,3982544,0.0-27.0-8.0-3.0-0.10,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,169.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,220.0,230.0,A,,,,
html-keyboard-response,1052,3983548,0.0-27.0-8.0-3.0-1.10,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1053,3983670,0.0-27.0-8.0-3.0-0.11,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,119.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,220.0,230.0,A,,,,
html-keyboard-response,1054,3984674,0.0-27.0-8.0-3.0-1.11,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1055,3984789,0.0-27.0-8.0-3.0-0.12,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,112.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,
html-keyboard-response,1056,3985793,0.0-27.0-8.0-3.0-1.12,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1057,3985922,0.0-27.0-8.0-3.0-0.13,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,126.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,
html-keyboard-response,1058,3986925,0.0-27.0-8.0-3.0-1.13,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1059,3987022,0.0-27.0-8.0-3.0-0.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,93.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,
html-keyboard-response,1060,3988026,0.0-27.0-8.0-3.0-1.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1061,3989530,0.0-27.0-8.0-3.0-0.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,,,,,,
html-keyboard-response,1062,3990534,0.0-27.0-8.0-3.0-1.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1063,3990552,0.0-27.0-8.0-3.0-0.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,15.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,
html-keyboard-response,1064,3991556,0.0-27.0-8.0-3.0-1.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1065,3991621,0.0-27.0-8.0-3.0-0.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,63.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,
html-keyboard-response,1066,3992625,0.0-27.0-8.0-3.0-1.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1067,3992938,0.0-27.0-8.0-3.0-0.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,310.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,
html-keyboard-response,1068,3993942,0.0-27.0-8.0-3.0-1.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1069,3994203,0.0-27.0-8.0-3.0-0.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,259.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,
html-keyboard-response,1070,3995207,0.0-27.0-8.0-3.0-1.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1071,3995388,0.0-27.0-8.0-3.0-0.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,178.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,,,
html-keyboard-response,1072,3996392,0.0-27.0-8.0-3.0-1.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1073,3997896,0.0-27.0-8.0-3.0-0.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,,,,,,
html-keyboard-response,1074,3998900,0.0-27.0-8.0-3.0-1.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1075,4000404,0.0-27.0-8.0-3.0-0.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,,,,,,
html-keyboard-response,1076,4001416,0.0-27.0-8.0-3.0-1.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1077,4001535,0.0-27.0-8.0-3.0-0.23,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,117.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,False,3.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,,,
html-keyboard-response,1078,4002538,0.0-27.0-8.0-3.0-1.23,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
