trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_leapfrog,task_time_series,task_admc_a1,task_impossible_question,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_dr,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response,list_id,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,1053,15406501,0.0-27.0-7.0-0.0-1.30,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1537.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1781.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,left,silver
html-keyboard-response,1054,15407506,0.0-27.0-7.0-0.0-2.30,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1055,15407823,0.0-27.0-7.0-0.0-0.31,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1056,15409413,0.0-27.0-7.0-0.0-1.31,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1588.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1784.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.02,0.1,400.0,10.0,8.0,1.0,392.0,9.0,right,silver
html-keyboard-response,1057,15410415,0.0-27.0-7.0-0.0-2.31,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1058,15410717,0.0-27.0-7.0-0.0-0.32,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1059,15411694,0.0-27.0-7.0-0.0-1.32,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,975.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1787.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,silver
html-keyboard-response,1060,15412696,0.0-27.0-7.0-0.0-2.32,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1061,15412997,0.0-27.0-7.0-0.0-0.33,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1062,15414881,0.0-27.0-7.0-0.0-1.33,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1882.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1790.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.25,0.3,400.0,10.0,100.0,3.0,300.0,7.0,right,silver
html-keyboard-response,1063,15415883,0.0-27.0-7.0-0.0-2.33,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1064,15416184,0.0-27.0-7.0-0.0-0.34,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1065,15417685,0.0-27.0-7.0-0.0-1.34,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1499.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1793.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.12,10.0,400.0,2.0,48.0,8.0,352.0,left,gold
html-keyboard-response,1066,15418692,0.0-27.0-7.0-0.0-2.34,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1067,15418994,0.0-27.0-7.0-0.0-0.35,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1068,15421086,0.0-27.0-7.0-0.0-1.35,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,2091.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1797.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.27,0.3,400.0,10.0,108.0,3.0,292.0,7.0,right,silver
html-keyboard-response,1069,15422089,0.0-27.0-7.0-0.0-2.35,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1070,15422390,0.0-27.0-7.0-0.0-0.36,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1071,15423696,0.0-27.0-7.0-0.0-1.36,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1304.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1800.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.26,0.3,400.0,10.0,104.0,3.0,296.0,7.0,left,silver
html-keyboard-response,1072,15424697,0.0-27.0-7.0-0.0-2.36,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1073,15424999,0.0-27.0-7.0-0.0-0.37,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1074,15426007,0.0-27.0-7.0-0.0-1.37,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1006.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1803.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.04,10.0,400.0,1.0,16.0,9.0,384.0,left,silver
html-keyboard-response,1075,15427009,0.0-27.0-7.0-0.0-2.37,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1076,15427312,0.0-27.0-7.0-0.0-0.38,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1077,15430636,0.0-27.0-7.0-0.0-1.38,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,3323.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1806.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.1,0.15,10.0,400.0,1.0,60.0,9.0,340.0,left,silver
html-keyboard-response,1078,15431643,0.0-27.0-7.0-0.0-2.38,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1079,15431945,0.0-27.0-7.0-0.0-0.39,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1080,15434355,0.0-27.0-7.0-0.0-1.39,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,2408.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1809.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.12,0.1,400.0,10.0,48.0,1.0,352.0,9.0,left,silver
html-keyboard-response,1081,15435357,0.0-27.0-7.0-0.0-2.39,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1082,15435659,0.0-27.0-7.0-0.0-0.40,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1083,15436342,0.0-27.0-7.0-0.0-1.40,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,682.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1812.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,right,gold
html-keyboard-response,1084,15437344,0.0-27.0-7.0-0.0-2.40,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
