view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,slider_start,experiment_parameters,task_admc_dr,task_impossible_question,task_admc_rc2,task_admc_a1,task_leapfrog,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response,list_id
"[{'page_index': 0, 'viewing_time': 1876}]",1877.0,instructions,610,736993,0.0-17.0-4.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_pt_trials_instructions,,,,False,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,611,737295,0.0-17.0-5.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1056.0,html-keyboard-response,612,738355,0.0-17.0-5.0-0.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,878.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.1,0.09,10.0,400.0,1.0,36.0,9.0,364.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,613,739358,0.0-17.0-5.0-0.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,614,739661,0.0-17.0-5.0-0.0-0.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1031.0,html-keyboard-response,615,740694,0.0-17.0-5.0-0.0-1.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,881.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.07,0.1,400.0,10.0,28.0,1.0,372.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,616,741696,0.0-17.0-5.0-0.0-2.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,617,741998,0.0-17.0-5.0-0.0-0.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,754.0,html-keyboard-response,618,742754,0.0-17.0-5.0-0.0-1.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,884.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.24,10.0,400.0,3.0,96.0,7.0,304.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,619,743757,0.0-17.0-5.0-0.0-2.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,620,744059,0.0-17.0-5.0-0.0-0.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2219.0,html-keyboard-response,621,746280,0.0-17.0-5.0-0.0-1.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,887.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.15,0.2,400.0,10.0,60.0,2.0,340.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,622,747289,0.0-17.0-5.0-0.0-2.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,623,747590,0.0-17.0-5.0-0.0-0.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1182.0,html-keyboard-response,624,748774,0.0-17.0-5.0-0.0-1.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,890.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.36,10.0,400.0,3.0,144.0,7.0,256.0,right,gold,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,625,749776,0.0-17.0-5.0-0.0-2.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,626,750078,0.0-17.0-5.0-0.0-0.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,748.0,html-keyboard-response,627,750830,0.0-17.0-5.0-0.0-1.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,894.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.23,0.2,400.0,10.0,92.0,2.0,308.0,8.0,left,gold,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,628,751832,0.0-17.0-5.0-0.0-2.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,629,752135,0.0-17.0-5.0-0.0-0.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1094.0,html-keyboard-response,630,753232,0.0-17.0-5.0-0.0-1.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,898.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.08,0.1,400.0,10.0,32.0,1.0,368.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,631,754234,0.0-17.0-5.0-0.0-2.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,632,754536,0.0-17.0-5.0-0.0-0.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1078.0,html-keyboard-response,633,755617,0.0-17.0-5.0-0.0-1.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,901.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.3,0.24,10.0,400.0,3.0,96.0,7.0,304.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,634,756619,0.0-17.0-5.0-0.0-2.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 2464}]",2464.0,instructions,635,759090,0.0-17.0-6.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_test_trials_instructions,,,,False,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,636,759392,0.0-17.0-7.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1148.0,html-keyboard-response,637,760543,0.0-17.0-7.0-0.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,905.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,638,761544,0.0-17.0-7.0-0.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,639,761846,0.0-17.0-7.0-0.0-0.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,902.0,html-keyboard-response,640,762751,0.0-17.0-7.0-0.0-1.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_main_trial_version_A,,,,False,908.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.03,10.0,400.0,1.0,12.0,9.0,388.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,641,763753,0.0-17.0-7.0-0.0-2.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,642,764053,0.0-17.0-7.0-0.0-0.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
