view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_raven_matrix,task_admc_a1,task_impossible_question,task_cognitive_reflection,task_number_series,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
,258.0,html-keyboard-response,1170,4084252,0.0-27.0-8.0-3.0-0.33,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,False,3.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
,,html-keyboard-response,1171,4085255,0.0-27.0-8.0-3.0-1.33,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,282.0,html-keyboard-response,1172,4085546,0.0-27.0-8.0-3.0-0.34,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,False,3.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
,,html-keyboard-response,1173,4086549,0.0-27.0-8.0-3.0-1.34,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306.0,html-keyboard-response,1174,4086856,0.0-27.0-8.0-3.0-0.35,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,3.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1175,4087859,0.0-27.0-8.0-3.0-1.35,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,308.0,html-keyboard-response,1176,4088169,0.0-27.0-8.0-3.0-0.36,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,3.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1177,4089172,0.0-27.0-8.0-3.0-1.36,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333.0,html-keyboard-response,1178,4089507,0.0-27.0-8.0-3.0-0.37,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,3.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1179,4090509,0.0-27.0-8.0-3.0-1.37,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,302.0,html-keyboard-response,1180,4090814,0.0-27.0-8.0-3.0-0.38,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,3.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1181,4091816,0.0-27.0-8.0-3.0-1.38,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,313.0,html-keyboard-response,1182,4092129,0.0-27.0-8.0-3.0-0.39,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,3.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1183,4093132,0.0-27.0-8.0-3.0-1.39,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,348.0,html-keyboard-response,1184,4093482,0.0-27.0-8.0-4.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1185,4094485,0.0-27.0-8.0-4.0-1.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296.0,html-keyboard-response,1186,4094783,0.0-27.0-8.0-4.0-0.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1187,4095785,0.0-27.0-8.0-4.0-1.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316.0,html-keyboard-response,1188,4096111,0.0-27.0-8.0-4.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1189,4097113,0.0-27.0-8.0-4.0-1.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,340.0,html-keyboard-response,1190,4097455,0.0-27.0-8.0-4.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1191,4098458,0.0-27.0-8.0-4.0-1.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,288.0,html-keyboard-response,1192,4098748,0.0-27.0-8.0-4.0-0.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1193,4099750,0.0-27.0-8.0-4.0-1.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,337.0,html-keyboard-response,1194,4100089,0.0-27.0-8.0-4.0-0.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1195,4101101,0.0-27.0-8.0-4.0-1.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,287.0,html-keyboard-response,1196,4101390,0.0-27.0-8.0-4.0-0.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,False,4.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
,,html-keyboard-response,1197,4102392,0.0-27.0-8.0-4.0-1.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306.0,html-keyboard-response,1198,4102699,0.0-27.0-8.0-4.0-0.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1199,4103701,0.0-27.0-8.0-4.0-1.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,303.0,html-keyboard-response,1200,4104006,0.0-27.0-8.0-4.0-0.8,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
,,html-keyboard-response,1201,4105009,0.0-27.0-8.0-4.0-1.8,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,276.0,html-keyboard-response,1202,4105287,0.0-27.0-8.0-4.0-0.9,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,250.0,A,,
,,html-keyboard-response,1203,4106289,0.0-27.0-8.0-4.0-1.9,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,322.0,html-keyboard-response,1204,4106621,0.0-27.0-8.0-4.0-0.10,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,250.0,A,,
,,html-keyboard-response,1205,4107623,0.0-27.0-8.0-4.0-1.10,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,272.0,html-keyboard-response,1206,4107897,0.0-27.0-8.0-4.0-0.11,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,250.0,A,,
,,html-keyboard-response,1207,4108900,0.0-27.0-8.0-4.0-1.11,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,436.0,html-keyboard-response,1208,4109338,0.0-27.0-8.0-4.0-0.12,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,False,4.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,260.0,270.0,A,,
