trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_admc_a1,task_number_series,task_admc_dr,task_leapfrog,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,response_choice,id,question_text,answer_1,answer_2
html-button-response,76,826555,0.0-9.0-7.0-0.0-0.38,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,5996.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,3876.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",52.0,False,0.0,38.0,7.0,3.0,"[40, 60]",red,blue,blue,['red'],"[['blue'], ['blue'], ['red']]",easy,aig,1.072636802264849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,77,831458,0.0-9.0-7.0-0.0-0.39,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,4900.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,3910.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",60.0,False,0.0,39.0,7.0,4.0,"[40, 60]",red,blue,blue,['blue'],"[['blue'], ['blue'], ['red'], ['red']]",easy,aig,1.3862943611198906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,78,834121,0.0-9.0-7.0-0.0-1.39-0.39,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 2661}]",2661.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,3952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,79,834123,0.0-9.0-8.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,80,834125,0.0-9.0-9.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,81,834132,0.0-9.0-11.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Bayesian Update_easy__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,82,834142,0.0-11.0-0.0-0.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,83,834295,0.0-11.0-1.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,84,861004,0.0-11.0-2.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 14048}, {'page_index': 1, 'viewing_time': 12658}]",26707.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,,,False,3967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,85,861006,0.0-11.0-3.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,86,863553,0.0-11.0-4.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 2546}]",2546.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,,,False,4028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,87,871691,0.0-11.0-5.0-0.0-0.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,KgL4s8lzzBpT6orcUej5RIwhxV,1536.0,864.0,,8133.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,4037.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",42.0,True,0.0,0.0,0.0,0.0,"[30, 70]",blue,red,red,['red'],[],hard,aig,2.220446049250313e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
