trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_leapfrog,task_shipley_abstraction,task_graph_literacy,task_admc_rc1,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_admc_a2,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,moved_sliders,admc_id,admc_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,323,1481737,0.0-17.0-5.0-2.0-1.18,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,324,1482027,0.0-17.0-5.0-2.0-0.19,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,287.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,1.0,39.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>70 points</div>
                                <div>60 points</div>
                            </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,325,1483030,0.0-17.0-5.0-2.0-1.19,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,326,1487841,0.0-17.0-5.0-3.0-0.0-0.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,4809.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,4096.0,{'prediction': '4'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,327,1492307,0.0-17.0-5.0-3.0-0.0-1.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,4460.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,4103.0, ,,,,,,,,,,,,,,"<p>You will now complete another 40 practice trials.</p>
                            <p>During these trials you will <b>NOT</b> be able to see the points of each option. You have to discover this on your own.</p>
                            <hr><p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,328,1493811,0.0-17.0-5.0-4.0-0.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,40.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,329,1494813,0.0-17.0-5.0-4.0-1.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,330,1496315,0.0-17.0-5.0-4.0-0.1,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,41.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,331,1497318,0.0-17.0-5.0-4.0-1.1,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,332,1498269,0.0-17.0-5.0-4.0-0.2,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,948.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,42.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,333,1499291,0.0-17.0-5.0-4.0-1.2,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,334,1499572,0.0-17.0-5.0-4.0-0.3,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,278.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,43.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,335,1500575,0.0-17.0-5.0-4.0-1.3,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,336,1500828,0.0-17.0-5.0-4.0-0.4,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,251.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,44.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,337,1501830,0.0-17.0-5.0-4.0-1.4,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,338,1502131,0.0-17.0-5.0-4.0-0.5,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,299.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,45.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,60.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,339,1503133,0.0-17.0-5.0-4.0-1.5,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,340,1503388,0.0-17.0-5.0-4.0-0.6,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,252.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,46.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,341,1504390,0.0-17.0-5.0-4.0-1.6,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,342,1504643,0.0-17.0-5.0-4.0-0.7,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,251.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,47.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,343,1505646,0.0-17.0-5.0-4.0-1.7,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,344,1505700,0.0-17.0-5.0-4.0-0.8,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,52.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,48.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,345,1506702,0.0-17.0-5.0-4.0-1.8,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,346,1506900,0.0-17.0-5.0-4.0-0.9,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,195.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,49.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,347,1507902,0.0-17.0-5.0-4.0-1.9,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,348,1508067,0.0-17.0-5.0-4.0-0.10,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,163.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,50.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,349,1509070,0.0-17.0-5.0-4.0-1.10,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,350,1509156,0.0-17.0-5.0-4.0-0.11,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,69.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,51.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,351,1510163,0.0-17.0-5.0-4.0-1.11,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,352,1510396,0.0-17.0-5.0-4.0-0.12,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,231.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,52.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,353,1511398,0.0-17.0-5.0-4.0-1.12,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,1511635,0.0-17.0-5.0-4.0-0.13,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,235.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,53.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,355,1512639,0.0-17.0-5.0-4.0-1.13,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,356,1512924,0.0-17.0-5.0-4.0-0.14,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,283.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,54.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,357,1513927,0.0-17.0-5.0-4.0-1.14,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,358,1514177,0.0-17.0-5.0-4.0-0.15,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,249.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,55.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,359,1515178,0.0-17.0-5.0-4.0-1.15,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,360,1515620,0.0-17.0-5.0-4.0-0.16,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,439.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,56.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,361,1516623,0.0-17.0-5.0-4.0-1.16,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,362,1516852,0.0-17.0-5.0-4.0-0.17,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,225.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,57.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,70.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
