trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rp,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_admc_a2,task_leapfrog,task_impossible_question,task_graph_literacy,task_time_series,custom_timer_ended_trial,interval_id,response,moved_sliders,admc_id,admc_response,stimulus,slider_start,slider_moved,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,cfs_id,cfs_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,524,3698080,0.0-21.0-7.0-0.0-1.42,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,3995.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1859.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,42.0,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.05,0.1,400.0,10.0,20.0,1.0,380.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,525,3699082,0.0-21.0-7.0-0.0-2.42,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,526,3699384,0.0-21.0-7.0-0.0-0.43,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,527,3700743,0.0-21.0-7.0-0.0-1.43,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,1353.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1862.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,43.0,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.17,0.2,400.0,10.0,68.0,2.0,332.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,528,3701745,0.0-21.0-7.0-0.0-2.43,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,529,3702048,0.0-21.0-7.0-0.0-0.44,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,530,3703246,0.0-21.0-7.0-0.0-1.44,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,1194.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1865.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,44.0,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.21,10.0,400.0,2.0,84.0,8.0,316.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,531,3704262,0.0-21.0-7.0-0.0-2.44,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,532,3704564,0.0-21.0-7.0-0.0-0.45,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,533,3707046,0.0-21.0-7.0-0.0-1.45,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,2479.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1868.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,45.0,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.3399999999999999,10.0,400.0,3.0,136.0,7.0,264.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,534,3708050,0.0-21.0-7.0-0.0-2.45,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,535,3708352,0.0-21.0-7.0-0.0-0.46,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,536,3709054,0.0-21.0-7.0-0.0-1.46,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,698.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1871.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,46.0,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,537,3710057,0.0-21.0-7.0-0.0-2.46,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,538,3710360,0.0-21.0-7.0-0.0-0.47,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,539,3716190,0.0-21.0-7.0-0.0-1.47,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,5825.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1874.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,False,0.0,47.0,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.22,10.0,400.0,2.0,88.0,8.0,312.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,540,3717192,0.0-21.0-7.0-0.0-2.47,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,541,3717196,0.0-21.0-8.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,542,3717197,0.0-21.0-9.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,543,3717202,0.0-21.0-11.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_B__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,544,3733565,0.0-22.0-0.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 16359}]",16360.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,545,3733569,0.0-23.0-0.0-0.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,546,3733723,0.0-23.0-1.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,547,3763247,0.0-23.0-2.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 29521}]",29521.0,,,,,,,,,,,,shipley_abstraction_instructions,,,,,,,,,,,,,,,,,,,False,1880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,548,3763249,0.0-23.0-3.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,549,4484263,0.0-23.0-4.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,721003.0,,,,,,,,,,,,shipley_abstraction_test_trial,,,,,,,,,,,,,,,,,,,True,1882.0,"{'shipley_abstraction_1_0': '6', 'shipley_abstraction_2_0': 'u', 'shipley_abstraction_2_1': 'p', 'shipley_abstraction_3_0': 'c', 'shipley_abstraction_4_0': '3', 'shipley_abstraction_5_0': 'w', 'shipley_abstraction_6_0': 'd', 'shipley_abstraction_6_1': 'o', 'shipley_abstraction_6_2': 'o', 'shipley_abstraction_6_3': 'm', 'shipley_abstraction_7_0': 'a', 'shipley_abstraction_7_1': 'p', 'shipley_abstraction_7_2': 'e', 'shipley_abstraction_8_0': 'u', 'shipley_abstraction_8_1': 'p', 'shipley_abstraction_9_0': 'w', 'shipley_abstraction_10_0': '5', 'shipley_abstraction_10_1': '4', 'shipley_abstraction_11_0': 'o', 'shipley_abstraction_11_1': 'n', 'shipley_abstraction_12_0': '6', 'shipley_abstraction_12_1': '5', 'shipley_abstraction_12_2': '7', 'shipley_abstraction_12_3': '3', 'shipley_abstraction_12_4': '2', 'shipley_abstraction_13_0': 'g', 'shipley_abstraction_13_1': 'o', 'shipley_abstraction_13_2': 'a', 'shipley_abstraction_13_3': 't', 'shipley_abstraction_14_0': '6', 'shipley_abstraction_15_0': 'h', 'shipley_abstraction_15_1': 'o', 'shipley_abstraction_15_2': 'p', 'shipley_abstraction_16_0': 's', 'shipley_abstraction_16_1': 'n', 'shipley_abstraction_17_0': '3', 'shipley_abstraction_17_1': '6', 'shipley_abstraction_17_2': '4', 'shipley_abstraction_17_3': '2', 'shipley_abstraction_17_4': '5', 'shipley_abstraction_18_0': '9', 'shipley_abstraction_19_0': '', 'shipley_abstraction_20_0': '', 'shipley_abstraction_21_0': '', 'shipley_abstraction_22_0': '', 'shipley_abstraction_22_1': '', 'shipley_abstraction_23_0': '', 'shipley_abstraction_23_1': '', 'shipley_abstraction_23_2': '', 'shipley_abstraction_23_3': '', 'shipley_abstraction_23_4': '', 'shipley_abstraction_23_5': '', 'shipley_abstraction_24_0': '', 'shipley_abstraction_25_0': '', 'shipley_abstraction_25_1': '', 'shipley_abstraction_25_2': ''}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,550,4484267,0.0-23.0-5.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,551,4484270,0.0-23.0-6.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,552,4484278,0.0-23.0-8.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,Shipley (Abstraction)__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,553,4484434,0.0-25.0-1.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,554,4515435,0.0-25.0-2.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,True,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,555,4515439,0.0-25.0-3.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,556,4576445,0.0-25.0-4.0-0.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,61001.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,True,1931.0,1,,a2_1,1,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
