trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_time_series,task_leapfrog,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_admc_rc1,task_coherence_forecasting,task_admc_a2,task_shipley_abstraction,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,cfs_id,cfs_response,shipley_abstraction_score
html-button-response,1063,345999155,0.0-21.0-5.0-0.0-0.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,10362.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2535.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,1.0,"[40, 60]",red,blue,blue,['blue'],[['red']],easy,aig,1.8803128665695,,,,,,,,,,,,,,,,,,
html-button-response,1064,346007284,0.0-21.0-5.0-0.0-0.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,8121.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2544.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,0.0,2.0,"[40, 60]",red,blue,blue,['red'],"[['red'], ['blue']]",easy,aig,0.4268792026119811,,,,,,,,,,,,,,,,,,
html-button-response,1065,346013246,0.0-21.0-5.0-0.0-0.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,5958.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2553.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0,3.0,"[40, 60]",red,blue,blue,['red'],"[['red'], ['blue'], ['red']]",easy,aig,2.220446049250313e-16,,,,,,,,,,,,,,,,,,
html-button-response,1066,346019443,0.0-21.0-5.0-0.0-0.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,6190.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2561.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,0.0,4.0,"[40, 60]",red,blue,blue,['red'],"[['red'], ['blue'], ['red'], ['red']]",easy,aig,0.486304628572863,,,,,,,,,,,,,,,,,,
instructions,1067,346034304,0.0-21.0-5.0-0.0-1.4-0.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,"[{'page_index': 0, 'viewing_time': 14857}]",14858.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,False,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1068,346043560,0.0-21.0-5.0-0.0-0.5,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,9249.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2575.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,0.0,"[30, 70]",blue,red,red,['blue'],[],easy,aig,1.6186972378468971,,,,,,,,,,,,,,,,,,
html-button-response,1069,346049497,0.0-21.0-5.0-0.0-0.6,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,5932.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2584.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,1.0,1.0,"[30, 70]",blue,red,red,['red'],[['blue']],easy,aig,1.4412101187160054,,,,,,,,,,,,,,,,,,
html-button-response,1070,346058423,0.0-21.0-5.0-0.0-0.7,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,8919.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2592.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1.0,2.0,"[30, 70]",blue,red,red,['blue'],"[['blue'], ['red']]",easy,aig,2.218777135721954,,,,,,,,,,,,,,,,,,
html-button-response,1071,346067465,0.0-21.0-5.0-0.0-0.8,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,9037.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2601.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,3.0,"[30, 70]",blue,red,red,['red'],"[['blue'], ['red'], ['blue']]",easy,aig,2.3978952727983707,,,,,,,,,,,,,,,,,,
html-button-response,1072,346072914,0.0-21.0-5.0-0.0-0.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,5442.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2610.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,True,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,1.0,4.0,"[30, 70]",blue,red,red,['blue'],"[['blue'], ['red'], ['blue'], ['red']]",easy,aig,2.681982374332293,,,,,,,,,,,,,,,,,,
instructions,1073,346077595,0.0-21.0-5.0-0.0-1.9-0.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,"[{'page_index': 0, 'viewing_time': 4677}]",4678.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,False,2618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1074,346085755,0.0-21.0-6.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,"[{'page_index': 0, 'viewing_time': 8152}]",8153.0,,,,,,,,,,,,bayesian_update_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,2620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1075,346093343,0.0-21.0-7.0-0.0-0.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,7583.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2624.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0,0.0,"[40, 60]",blue,red,blue,['blue'],[],easy,anchor,2.197224577336219,,,,,,,,,,,,,,,,,,
html-button-response,1076,346097529,0.0-21.0-7.0-0.0-0.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,4179.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2633.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,0.0,1.0,"[40, 60]",blue,red,blue,['blue'],[['blue']],easy,anchor,2.6456147301614177,,,,,,,,,,,,,,,,,,
html-button-response,1077,346102813,0.0-21.0-7.0-0.0-0.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,5280.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2640.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,0.0,2.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['blue']]",easy,anchor,3.0967081908939926,,,,,,,,,,,,,,,,,,
html-button-response,1078,346107653,0.0-21.0-7.0-0.0-0.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,4834.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,2648.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,0.0,3.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['blue'], ['blue']]",easy,anchor,3.550821023174197,,,,,,,,,,,,,,,,,,
