trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc1,task_admc_a2,task_shipley_abstraction,task_leapfrog,task_impossible_question,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rp,task_coherence_forecasting,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,moved_sliders,cfs_id,cfs_response
html-keyboard-response,1028,3611615,0.0-25.0-7.0-0.0-2.45,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1029,3611917,0.0-25.0-7.0-0.0-0.46,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1030,3612657,0.0-25.0-7.0-0.0-1.46,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,739.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1776.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1031,3613659,0.0-25.0-7.0-0.0-2.46,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1032,3613960,0.0-25.0-7.0-0.0-0.47,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1033,3614534,0.0-25.0-7.0-0.0-1.47,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,572.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1779.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.24,0.2,400.0,10.0,96.0,2.0,304.0,8.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1034,3615535,0.0-25.0-7.0-0.0-2.47,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1035,3615535,0.0-25.0-8.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1036,3615536,0.0-25.0-9.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1037,3615537,0.0-25.0-11.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_A__completed,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1038,3615540,0.0-27.0-0.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1039,3615691,0.0-27.0-1.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1040,3629152,0.0-27.0-2.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 13460}]",13460.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,1783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1041,3629152,0.0-27.0-3.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1042,3631584,0.0-27.0-4.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 2432}]",2432.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1043,3631886,0.0-27.0-5.0-0.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1044,3634160,0.0-27.0-5.0-0.0-1.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,2273.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1786.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1045,3635161,0.0-27.0-5.0-0.0-2.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1046,3635463,0.0-27.0-5.0-0.0-0.1,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1047,3636810,0.0-27.0-5.0-0.0-1.1,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,1346.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1789.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.21,0.2,400.0,10.0,84.0,2.0,316.0,8.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1048,3637811,0.0-27.0-5.0-0.0-2.1,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1049,3638113,0.0-27.0-5.0-0.0-0.2,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1050,3639612,0.0-27.0-5.0-0.0-1.2,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,1498.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1792.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.1,0.04,10.0,400.0,1.0,16.0,9.0,384.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1051,3640614,0.0-27.0-5.0-0.0-2.2,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1052,3640915,0.0-27.0-5.0-0.0-0.3,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1053,3641826,0.0-27.0-5.0-0.0-1.3,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,910.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1795.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,gold,,,,,,,,,,,,,,,,
html-keyboard-response,1054,3642827,0.0-27.0-5.0-0.0-2.3,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1055,3643128,0.0-27.0-5.0-0.0-0.4,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1056,3644165,0.0-27.0-5.0-0.0-1.4,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,1035.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1799.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1057,3645165,0.0-27.0-5.0-0.0-2.4,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1058,3645467,0.0-27.0-5.0-0.0-0.5,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1059,3646256,0.0-27.0-5.0-0.0-1.5,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,788.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1802.0,arrowright,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.25,10.0,400.0,2.0,100.0,8.0,300.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,1060,3647257,0.0-27.0-5.0-0.0-2.5,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1061,3647558,0.0-27.0-5.0-0.0-0.6,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1062,3648379,0.0-27.0-5.0-0.0-1.6,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,820.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1805.0,arrowleft,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,left,silver,,,,,,,,,,,,,,,,
