view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_time_series,task_admc_dr,task_impossible_question,task_leapfrog,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,list_id,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response
,,html-keyboard-response,1061,7118810,0.0-23.0-7.0-0.0-2.43,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1062,7119114,0.0-23.0-7.0-0.0-0.44,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2053.0,html-keyboard-response,1063,7121170,0.0-23.0-7.0-0.0-1.44,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,105337.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,False,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,left,silver,,
,,html-keyboard-response,1064,7122174,0.0-23.0-7.0-0.0-2.44,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1065,7122478,0.0-23.0-7.0-0.0-0.45,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4318.0,html-keyboard-response,1066,7126799,0.0-23.0-7.0-0.0-1.45,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,105411.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,False,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.35,0.3,400.0,10.0,140.0,3.0,260.0,7.0,left,gold,,
,,html-keyboard-response,1067,7127810,0.0-23.0-7.0-0.0-2.45,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1068,7128115,0.0-23.0-7.0-0.0-0.46,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4283.0,html-keyboard-response,1069,7132400,0.0-23.0-7.0-0.0-1.46,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,105975.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,False,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.3,0.27,10.0,400.0,3.0,108.0,7.0,292.0,left,silver,,
,,html-keyboard-response,1070,7133402,0.0-23.0-7.0-0.0-2.46,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1071,7133706,0.0-23.0-7.0-0.0-0.47,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6949.0,html-keyboard-response,1072,7140658,0.0-23.0-7.0-0.0-1.47,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,106055.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,False,0.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.3,0.3399999999999999,10.0,400.0,3.0,136.0,7.0,264.0,right,silver,,
,,html-keyboard-response,1073,7141667,0.0-23.0-7.0-0.0-2.47,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,1074,7141669,0.0-23.0-8.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1740.0,html-button-response,1075,7143411,0.0-23.0-9.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,feedback_Denominator Neglect_A,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,1076,7143412,0.0-23.0-10.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1077,7143417,0.0-23.0-12.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_A__completed,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1078,7143423,0.0-25.0-0.0-0.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,1079,7143579,0.0-25.0-1.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 13951}]",13951.0,instructions,1080,7157532,0.0-25.0-2.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,False,106562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,1081,7157537,0.0-25.0-3.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 2719}]",2719.0,instructions,1082,7160258,0.0-25.0-4.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,106651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1083,7160563,0.0-25.0-5.0-0.0-0.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2284.0,html-keyboard-response,1084,7162851,0.0-25.0-5.0-0.0-1.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,106705.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,silver,,
,,html-keyboard-response,1085,7163856,0.0-25.0-5.0-0.0-2.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1086,7164160,0.0-25.0-5.0-0.0-0.1,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,923.0,html-keyboard-response,1087,7165085,0.0-25.0-5.0-0.0-1.1,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,107189.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,left,silver,,
,,html-keyboard-response,1088,7166088,0.0-25.0-5.0-0.0-2.1,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1089,7166391,0.0-25.0-5.0-0.0-0.2,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1045.0,html-keyboard-response,1090,7167439,0.0-25.0-5.0-0.0-1.2,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,107667.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.38,0.3,400.0,10.0,152.0,3.0,248.0,7.0,left,silver,,
,,html-keyboard-response,1091,7168443,0.0-25.0-5.0-0.0-2.2,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1092,7168756,0.0-25.0-5.0-0.0-0.3,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1095.0,html-keyboard-response,1093,7169854,0.0-25.0-5.0-0.0-1.3,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,108148.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.26,0.3,400.0,10.0,104.0,3.0,296.0,7.0,right,gold,,
,,html-keyboard-response,1094,7170859,0.0-25.0-5.0-0.0-2.3,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1095,7171163,0.0-25.0-5.0-0.0-0.4,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5255.0,html-keyboard-response,1096,7176420,0.0-25.0-5.0-0.0-1.4,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,108718.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.27,0.3,400.0,10.0,108.0,3.0,292.0,7.0,right,silver,,
,,html-keyboard-response,1097,7177424,0.0-25.0-5.0-0.0-2.4,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1098,7177727,0.0-25.0-5.0-0.0-0.5,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
